rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/fps,train/learning_rate,time/episodes,train/ent_coef,train/n_updates,train/critic_loss,time/time_elapsed,train/ent_coef_loss,time/total_timesteps
-210.80771504999998,3.9744515419006348,990.5333333333333,51,0.0003,60,0.011122613213956356,59331,0.28914642333984375,1165,0.3334978222846985,59432
-199.58920593749997,3.125757932662964,969.375,50,0.0003,64,0.011058861389756203,61939,0.10020814090967178,1220,0.03068426251411438,62040
-194.9012037352941,3.7005767822265625,955.8823529411765,50,0.0003,68,0.011216741055250168,64899,0.5517044067382812,1280,1.0652611255645752,65000
-190.00617513888886,4.548374652862549,956.9444444444445,50,0.0003,72,0.011237293481826782,68799,0.12410212308168411,1359,0.5060253739356995,68900
-186.14516078947364,0.5607411861419678,957.8947368421053,50,0.0003,76,0.011503087356686592,72699,0.1604379564523697,1436,0.6155491471290588,72800
-180.2804063625,4.278384208679199,942.5,50,0.0003,80,0.011500706896185875,75299,0.0612780898809433,1490,-0.6884491443634033,75400
-176.71171251190475,4.002717018127441,944.047619047619,50,0.0003,84,0.011832877062261105,79199,0.10987497866153717,1566,-0.08415985107421875,79300
-173.67809620454545,3.412616729736328,945.4545454545455,50,0.0003,88,0.01210861187428236,83099,0.09038745611906052,1642,-0.7312116622924805,83200
-170.40117988043477,3.167510747909546,946.7391304347826,50,0.0003,92,0.0113670714199543,86999,0.489368200302124,1722,-0.15520930290222168,87100
-169.07061563541666,1.513712763786316,961.4583333333334,50,0.0003,96,0.011924773454666138,92199,0.1730855405330658,1823,0.09447047114372253,92300
-164.52333374999998,1.9198397397994995,962.0,50,0.0003,100,0.012268981896340847,96099,0.08974295109510422,1896,0.006887450814247131,96200
-125.38971903999999,1.4244487285614014,956.47,50,0.0003,104,0.012717167846858501,99446,0.09885506331920624,1960,-0.06606630980968475,99547
-117.09036748999998,1.859601616859436,936.0,50,0.0003,108,0.013094360008835793,102599,0.4297447204589844,2022,0.7008798122406006,102700
-110.33292298,1.5931098461151123,912.05,50,0.0003,112,0.013269202783703804,105199,0.19523079693317413,2071,-0.6185510158538818,105300
-109.0906621,1.820109486579895,923.5,50,0.0003,116,0.01226350013166666,110399,0.0891028493642807,2168,0.6714602708816528,110500
-107.87631926,1.3256871700286865,936.0,51,0.0003,120,0.011978132650256157,114299,0.09490463137626648,2240,-1.0576294660568237,114400
-102.37527714999999,0.4122682511806488,936.0,51,0.0003,124,0.012074115686118603,118199,0.11433491110801697,2314,0.35662633180618286,118300
-97.75269468999998,0.9967629909515381,939.7,51,0.0003,128,0.012299100868403912,122091,0.12127485126256943,2387,0.2979721426963806,122192
-94.48987819999996,0.6281725168228149,936.0,51,0.0003,132,0.012290723621845245,124699,0.09610606729984283,2436,0.5053091645240784,124800
-84.84015772,-0.30642661452293396,917.97,51,0.0003,136,0.012568780221045017,128096,0.14566825330257416,2500,1.0292991399765015,128197
-78.79250584,2.5637705326080322,893.42,51,0.0003,140,0.012418974190950394,130841,0.04567640274763107,2552,-0.6111977696418762,130942
-75.58712598,0.2905133366584778,883.27,51,0.0003,144,0.011823587119579315,133581,0.05829665809869766,2604,0.4495757818222046,133682
-74.16133761,0.08684363961219788,887.42,51,0.0003,148,0.011379582807421684,136368,0.06870438158512115,2657,0.3674922585487366,136469
-68.47978792,-0.4199562668800354,871.0,51,0.0003,152,0.011971160769462585,138999,0.12381540238857269,2708,0.5058280825614929,139100
-68.490945,0.6959511041641235,871.0,51,0.0003,156,0.011654052883386612,142899,0.08413432538509369,2781,-0.6319155097007751,143000
-68.57727451,0.9847449064254761,861.68,51,0.0003,160,0.011465488001704216,145499,0.07771120965480804,2830,-0.5133863687515259,145600
-67.50067472,-2.096184730529785,867.95,51,0.0003,164,0.011612947098910809,148734,0.11827412247657776,2891,1.2371337413787842,148835
-61.35592334999999,-1.452172875404358,858.0,51,0.0003,168,0.011690988205373287,150699,0.19580906629562378,2928,0.5069448947906494,150800
-56.88533899,-0.48308148980140686,842.17,51,0.0003,172,0.012277684174478054,153016,0.12511849403381348,2972,0.36548280715942383,153117
-52.242577180000005,-2.7696480751037598,819.0,51,0.0003,176,0.012294028885662556,154599,0.1797969937324524,3002,0.7665505409240723,154700
-48.40626935,-0.04179885983467102,812.97,51,0.0003,180,0.012277092784643173,156596,0.08339802920818329,3040,-0.9337347745895386,156697
-42.300113710000005,-2.372298002243042,790.91,51,0.0003,184,0.012189761735498905,158290,0.20541703701019287,3073,0.45057737827301025,158391
-36.24227004,-2.8893256187438965,767.0,51,0.0003,188,0.012883428484201431,159799,0.1150815337896347,3102,-0.12985822558403015,159900
-30.346715279999998,-2.008336305618286,745.76,51,0.0003,192,0.013466380536556244,161575,0.13143427670001984,3137,-0.26270440220832825,161676
-24.34222995,-1.7544481754302979,715.0,51,0.0003,196,0.013977411203086376,163699,0.1439467966556549,3177,-0.05753302574157715,163800
-19.653671119999995,-2.913630247116089,694.42,51,0.0003,200,0.013974304310977459,165541,0.11277713626623154,3212,0.8977439403533936,165642
-15.414258859999997,-2.1379404067993164,678.0,51,0.0003,204,0.014407813549041748,167246,0.0982394814491272,3245,0.6946150064468384,167347
-10.738202559999998,-2.8109254837036133,663.0,51,0.0003,208,0.014473927207291126,168899,0.16193607449531555,3277,0.5427044630050659,169000
-5.886596839999999,-3.74351167678833,654.14,51,0.0003,212,0.015864383429288864,170613,0.17540419101715088,3310,0.6594988703727722,170714
4.286180380000001,-3.128967523574829,624.0,51,0.0003,216,0.015933403745293617,172799,0.12801416218280792,3351,-0.047017961740493774,172900
10.818210429999999,-5.125333786010742,602.05,51,0.0003,220,0.01587904989719391,174504,1.4790747165679932,3383,0.12345781922340393,174605
17.379789889999998,-2.3922553062438965,581.84,51,0.0003,224,0.016292806714773178,176383,0.10813836753368378,3418,0.8685395121574402,176484
23.208636109999997,-4.113207817077637,559.08,51,0.0003,228,0.017188992351293564,177999,0.1567067801952362,3450,0.1176607608795166,178100
29.317191549999997,-4.89075231552124,553.86,51,0.0003,232,0.01783735118806362,180085,0.09073545783758163,3489,0.14222292602062225,180186
33.00212474,-4.627553939819336,534.57,51,0.0003,236,0.017743704840540886,181553,0.7028868198394775,3517,-0.2511543333530426,181654
38.805430969999996,-6.3211565017700195,523.58,51,0.0003,240,0.017079779878258705,183199,0.1111140176653862,3552,0.0881863385438919,183300
43.02222834,-6.136399269104004,514.53,51,0.0003,244,0.017534518614411354,185034,0.08856053650379181,3586,0.06997272372245789,185135
48.00925515000001,-4.824470520019531,507.31,51,0.0003,248,0.01804538443684578,187099,0.21400108933448792,3625,0.3287522792816162,187200
53.648186579999994,-5.491753101348877,498.52,51,0.0003,252,0.017441414296627045,188851,0.11204202473163605,3658,0.5649779438972473,188952
62.89650247,-6.437838077545166,477.74,51,0.0003,256,0.017798345535993576,190673,0.13075107336044312,3693,0.5810379385948181,190774
68.07506294000001,-6.777467727661133,468.0,51,0.0003,260,0.016725173220038414,192299,0.08743759989738464,3724,0.8284991979598999,192400
71.80621822,-6.547063827514648,448.65,51,0.0003,264,0.017926763743162155,193599,0.07967305183410645,3749,-0.6662647724151611,193700
73.62355987000001,-5.738556385040283,442.0,51,0.0003,268,0.02012559026479721,194899,0.15383654832839966,3775,-0.0782904326915741,195000
77.79657168,-8.149829864501953,431.83,51,0.0003,272,0.01982906274497509,196199,0.14270976185798645,3801,0.12573149800300598,196300
83.81311269,-7.634380340576172,433.55,51,0.0003,276,0.019613157957792282,197954,1.0477607250213623,3834,-0.038097985088825226,198055
91.06896686000002,-7.338481903076172,435.03,51,0.0003,280,0.018949124962091446,200099,0.0891210213303566,3874,-0.42289674282073975,200200
95.32319143000002,-9.473244667053223,441.2,51,0.0003,284,0.018382735550403595,202410,0.1398368775844574,3917,0.29233163595199585,202511
99.09268745,-9.13736343383789,442.0,51,0.0003,288,0.021358080208301544,203999,0.13366523385047913,3947,0.7948043346405029,204100
105.80072759999999,-11.599349021911621,449.32,51,0.0003,292,0.020456600934267044,206507,0.23155251145362854,3993,-0.8093862533569336,206608
109.37926665,-10.263357162475586,442.0,51,0.0003,296,0.02150413580238819,207899,0.1266770362854004,4020,-0.3993804156780243,208000
114.93884128000002,-9.205310821533203,449.58,51,0.0003,300,0.02098146826028824,210499,0.3525017499923706,4069,-0.6992726922035217,210600
121.96533382,-11.479543685913086,458.53,51,0.0003,304,0.022040730342268944,213099,0.10642632097005844,4118,-0.5252171754837036,213200
131.33512022000002,-10.889020919799805,467.54,51,0.0003,308,0.022286979481577873,215653,0.11182496696710587,4165,-0.06910768896341324,215754
134.97567500000002,-13.704172134399414,469.22,51,0.0003,312,0.02301744744181633,217535,0.11994579434394836,4201,-0.2760501205921173,217636
138.522142,-15.742137908935547,468.0,51,0.0003,316,0.02151014469563961,219599,0.15761268138885498,4239,1.1089441776275635,219700
143.34758325,-13.059685707092285,476.95,51,0.0003,320,0.02263638749718666,222199,13.683629989624023,4287,0.8293375968933105,222300
147.97495055000002,-12.550025939941406,484.16,51,0.0003,324,0.02490921877324581,224799,0.15081188082695007,4335,-0.6406217813491821,224900
154.02163749,-15.467798233032227,494.0,51,0.0003,328,0.024907080456614494,227399,0.1419655978679657,4383,0.05969852954149246,227500
159.98775947000001,-14.781977653503418,499.14,51,0.0003,332,0.023201782256364822,229999,0.16499625146389008,4431,0.20293855667114258,230100
166.20792433999998,-16.16381072998047,510.46,51,0.0003,336,0.025338415056467056,232599,0.21793968975543976,4479,0.8986401557922363,232700
170.73223819000003,-12.644859313964844,520.0,51,0.0003,340,0.02705572545528412,235199,0.11575968563556671,4527,-0.7818748354911804,235300
177.67215466999997,-12.987075805664062,527.65,51,0.0003,344,0.024898627772927284,237799,0.12016214430332184,4575,0.012860439717769623,237900
182.64657963000002,-13.616299629211426,527.56,52,0.0003,348,0.0233901459723711,239855,0.18325263261795044,4614,-0.1075468361377716,239956
189.72017850000003,-15.38583755493164,535.72,52,0.0003,352,0.02503303438425064,242423,0.1165473461151123,4661,-0.2942521572113037,242524
191.62582788000006,-16.270639419555664,536.26,52,0.0003,356,0.027216602116823196,244299,0.13700531423091888,4697,0.5820668935775757,244400
196.55451994999999,-18.522563934326172,541.41,52,0.0003,360,0.028374256566166878,246440,18.212209701538086,4736,0.378071129322052,246541
206.05918332999997,-17.64620590209961,555.02,52,0.0003,364,0.02453991025686264,249101,0.1937839239835739,4785,0.19425062835216522,249202
213.11735119000002,-17.761383056640625,568.68,52,0.0003,368,0.026101743802428246,251767,0.16676241159439087,4834,0.3665916919708252,251868
218.12743221,-18.966205596923828,579.15,52,0.0003,372,0.028238510712981224,254114,0.13717496395111084,4877,-0.8431915044784546,254215
224.31331579999997,-17.50310516357422,588.14,52,0.0003,376,0.027479615062475204,256768,7.7762451171875,4926,1.0306122303009033,256869
227.623965,-23.91082763671875,592.21,52,0.0003,380,0.028567835688591003,259320,0.17640292644500732,4972,0.4250929355621338,259421
233.55987260999999,-20.763874053955078,595.56,52,0.0003,384,0.029582256451249123,261966,0.1688150018453598,5021,0.9057871699333191,262067
239.46435516000003,-21.056690216064453,605.56,52,0.0003,388,0.02925705909729004,264555,0.21879106760025024,5069,-0.2318394035100937,264656
238.74488381999998,-22.878158569335938,598.92,52,0.0003,392,0.028140969574451447,266399,0.2173328995704651,5103,-0.3468627333641052,266500
246.2635082,-21.37120819091797,610.06,52,0.0003,396,0.028283938765525818,268905,0.28880584239959717,5149,0.12736594676971436,269006
247.65993798999997,-22.289918899536133,604.62,52,0.0003,400,0.028433198109269142,270961,0.14436188340187073,5187,0.1486329883337021,271062
250.97820218999996,-22.601436614990234,605.24,52,0.0003,404,0.030049843713641167,273623,0.17311781644821167,5236,0.23573175072669983,273724
252.48926937999997,-20.163925170898438,606.12,52,0.0003,408,0.029500555247068405,276265,0.12358537316322327,5286,-0.7028383016586304,276366
257.91031402,-20.77666473388672,612.05,52,0.0003,412,0.030132900923490524,278740,0.20866823196411133,5331,0.14538514614105225,278841
257.81716865,-22.881149291992188,611.0,52,0.0003,416,0.030427519232034683,280699,7.193708419799805,5368,-0.5155737996101379,280800
262.32351056999994,-23.577245712280273,611.0,52,0.0003,420,0.03104770928621292,283299,0.13848654925823212,5416,0.21250572800636292,283400
266.67683958999993,-24.738426208496094,611.0,52,0.0003,424,0.030117616057395935,285899,0.14522859454154968,5463,0.40206238627433777,286000
268.89950135,-25.67310333251953,611.0,52,0.0003,428,0.030002953484654427,288499,0.3082985281944275,5511,0.42721623182296753,288600
270.10636820999997,-28.991504669189453,611.0,52,0.0003,432,0.02989288605749607,291099,0.18954157829284668,5559,-0.045382849872112274,291200
274.38848551,-26.462060928344727,611.0,52,0.0003,436,0.030052172020077705,293699,0.5508856773376465,5606,0.14418691396713257,293800
278.79243721999995,-24.293453216552734,611.0,52,0.0003,440,0.029511699452996254,296299,0.4857332408428192,5654,-0.2595996558666229,296400
280.25805489,-26.52228546142578,611.0,52,0.0003,444,0.032195936888456345,298899,0.13566967844963074,5702,-0.22987326979637146,299000
284.57660524,-25.163469314575195,616.44,52,0.0003,448,0.03143129125237465,301499,0.17632652819156647,5750,0.4253379702568054,301600
286.97930522,-23.397674560546875,616.76,52,0.0003,452,0.029862208291888237,304099,0.6109541654586792,5798,0.17330868542194366,304200
293.62173285000006,-25.13258171081543,624.0,52,0.0003,456,0.029427679255604744,306699,5.822088241577148,5846,0.6469542980194092,306800
296.76861833,-23.73984146118164,628.41,52,0.0003,460,0.031104344874620438,309281,0.1708678901195526,5893,-0.889735221862793,309382
294.688784,-28.71456527709961,622.26,52,0.0003,464,0.03092792257666588,311327,0.13424256443977356,5932,-0.11581781506538391,311428
297.80100175,-25.016082763671875,622.54,52,0.0003,468,0.02904951386153698,314021,0.14165924489498138,5981,-0.09370169043540955,314122
302.41990310999995,-30.208881378173828,624.75,52,0.0003,472,0.030802283436059952,316589,0.18764249980449677,6029,0.32607078552246094,316690
304.17240332,-27.37628746032715,624.27,52,0.0003,476,0.030120790004730225,319195,0.1559152454137802,6076,-0.11787514388561249,319296
306.19752547,-28.889732360839844,624.78,52,0.0003,480,0.03135157376527786,321798,0.18468277156352997,6124,-0.4110311269760132,321899
307.88345262,-28.05740737915039,623.6,52,0.0003,484,0.030467882752418518,324326,0.1869291365146637,6171,-0.024788960814476013,324427
311.9459065,-29.438241958618164,624.45,52,0.0003,488,0.03191349282860756,327000,0.19893242418766022,6223,-0.6620551943778992,327101
316.93330835,-30.368223190307617,629.98,52,0.0003,492,0.03178972378373146,329397,0.49516522884368896,6267,0.3883170187473297,329498
314.39639327,-31.117412567138672,624.8,52,0.0003,496,0.030540579929947853,331385,0.1984129101037979,6304,0.4759020209312439,331486
315.65549200999993,-29.228429794311523,624.65,52,0.0003,500,0.03219718858599663,333426,0.15511536598205566,6342,-0.49427780508995056,333527
318.79263789,-29.847003936767578,624.28,52,0.0003,504,0.03159848973155022,336051,1.1475704908370972,6391,-0.5487348437309265,336152
321.33847067,-31.259716033935547,623.73,52,0.0003,508,0.030811935663223267,338638,0.2542736530303955,6438,0.3383755683898926,338739
322.41398735999996,-28.903966903686523,623.75,52,0.0003,512,0.03117731399834156,341115,0.17597590386867523,6487,-0.3874189853668213,341216
330.61239399,-29.940893173217773,631.61,52,0.0003,516,0.03040420450270176,343860,0.1477406919002533,6537,0.45659393072128296,343961
333.21754909000003,-30.24978256225586,630.94,52,0.0003,520,0.03124161809682846,346393,0.1804313063621521,6584,-0.03833410143852234,346494
335.24526658,-36.429412841796875,631.62,52,0.0003,524,0.03264743834733963,349061,0.13900041580200195,6633,0.33957627415657043,349162
337.48293945999995,-31.767723083496094,630.28,52,0.0003,528,0.03126067668199539,351527,0.15870796144008636,6679,-0.40973472595214844,351628
341.38773659000003,-33.53871154785156,630.51,52,0.0003,532,0.031587887555360794,354150,0.196247398853302,6727,-0.08267584443092346,354251
342.9195344600001,-33.559898376464844,631.16,52,0.0003,536,0.03175630792975426,356815,0.14042726159095764,6776,0.2993181347846985,356916
346.10910172,-32.12163543701172,631.74,52,0.0003,540,0.031851887702941895,359473,0.14525622129440308,6825,0.40494614839553833,359574
348.67641934,-31.480613708496094,631.65,52,0.0003,544,0.031271204352378845,362064,14.709770202636719,6873,-0.1858401745557785,362165
350.4806019599999,-32.608909606933594,631.03,52,0.0003,548,0.03220348432660103,364602,0.3720162510871887,6920,-0.6325952410697937,364703
352.89211056000005,-37.132179260253906,632.37,52,0.0003,552,0.03059360571205616,367336,0.1738462597131729,6970,0.17352214455604553,367437
355.24819218,-33.673011779785156,631.66,52,0.0003,556,0.03211653232574463,369865,0.12914720177650452,7017,-0.910380482673645,369966
359.13115848999996,-38.016544342041016,632.23,52,0.0003,560,0.03065313771367073,372504,0.13164107501506805,7066,0.09281346201896667,372605
363.8299842899999,-35.717411041259766,637.98,52,0.0003,564,0.03194176033139229,375125,0.14846153557300568,7114,-0.12119647860527039,375226
366.5747623499999,-33.85575485229492,636.06,52,0.0003,568,0.03188915178179741,377627,0.20169860124588013,7160,-0.2788764238357544,377728
369.69916275,-32.51213073730469,639.5,52,0.0003,572,0.032710131257772446,380539,0.13642999529838562,7213,0.48339152336120605,380640
369.85187156,-36.34950256347656,636.87,52,0.0003,576,0.0327300950884819,382882,15.085784912109375,7257,0.09929890930652618,382983
373.36387863000004,-36.689598083496094,638.39,52,0.0003,580,0.0328635647892952,385637,0.14370723068714142,7308,-0.12961173057556152,385738
376.59779215000003,-35.84671401977539,640.46,52,0.0003,584,0.03344159573316574,388372,0.19949623942375183,7358,-0.11744862794876099,388473
376.73298257000005,-35.945579528808594,641.99,52,0.0003,588,0.03346696123480797,391199,0.16599656641483307,7411,0.879949688911438,391300
379.1067578899999,-35.677162170410156,644.02,52,0.0003,592,0.03295983746647835,393799,0.33240917325019836,7459,-0.41489773988723755,393900
385.41599872000006,-37.282249450683594,650.14,52,0.0003,596,0.03321900963783264,396399,0.20249256491661072,7507,-0.41663214564323425,396500
392.53775915000006,-36.88005065917969,655.73,52,0.0003,600,0.032558854669332504,398999,0.16303646564483643,7555,0.22795960307121277,399100
394.5597757199999,-35.833595275878906,655.48,52,0.0003,604,0.033699747174978256,401599,0.5427594780921936,7602,0.16673994064331055,401700
395.0864529999999,-36.314205169677734,655.61,52,0.0003,608,0.033746138215065,404199,0.1455804705619812,7650,-0.0076027363538742065,404300
398.75823274000004,-38.036773681640625,656.84,52,0.0003,612,0.03402905911207199,406799,0.21395882964134216,7698,-0.6570008993148804,406900
399.37157066,-36.853370666503906,655.39,52,0.0003,616,0.03153134882450104,409399,8.714496612548828,7746,0.5575672388076782,409500
401.34041263,-38.7380485534668,656.06,52,0.0003,620,0.03463256359100342,411999,0.5396397113800049,7794,-0.5183563232421875,412100
402.24921885000003,-35.395477294921875,655.38,52,0.0003,624,0.03298529237508774,414599,0.3840959668159485,7841,0.10765242576599121,414700
402.7479633500001,-37.80914306640625,656.72,52,0.0003,628,0.03318602219223976,417199,0.23811350762844086,7889,-0.10414391756057739,417300
401.29125658,-38.90464782714844,656.49,52,0.0003,632,0.03397279605269432,419799,0.17295697331428528,7937,0.08031612634658813,419900
400.24951037000005,-36.015174865722656,655.84,52,0.0003,636,0.03403867408633232,422399,0.5281486511230469,7986,0.17765973508358002,422500
399.82860719,-39.973331451416016,655.26,52,0.0003,640,0.03189733251929283,424999,0.3945978581905365,8033,0.191547229886055,425100
400.68832786999997,-40.68500518798828,655.35,52,0.0003,644,0.03380926698446274,427599,0.23491069674491882,8082,-0.44029951095581055,427700
401.00465783,-39.19540786743164,655.97,52,0.0003,648,0.03313818946480751,430199,13.326196670532227,8130,0.42888975143432617,430300
399.8329557200001,-39.292137145996094,654.63,52,0.0003,652,0.03419249504804611,432799,0.573218584060669,8178,-0.2150641828775406,432900
400.00439051000006,-38.03099060058594,655.34,52,0.0003,656,0.03321261703968048,435399,0.1729876697063446,8225,0.31050965189933777,435500
400.86280768999995,-41.832210540771484,654.95,52,0.0003,660,0.03339827433228493,437999,13.10978889465332,8273,0.11290811002254486,438100
402.03911264000004,-40.500755310058594,654.74,52,0.0003,664,0.032797764986753464,440599,0.26800811290740967,8321,0.5472613573074341,440700
401.64962017,-43.56840896606445,655.72,52,0.0003,668,0.03452030196785927,443199,0.21913868188858032,8369,0.4604716897010803,443300
401.63636554000004,-39.958961486816406,652.6,52,0.0003,672,0.03369595482945442,445799,0.20114707946777344,8416,-0.47015881538391113,445900
403.03639059999995,-38.901222229003906,655.17,52,0.0003,676,0.03242254629731178,448399,7.562412261962891,8464,-0.32507768273353577,448500
401.68286104999993,-40.08537292480469,653.62,52,0.0003,680,0.033781468868255615,450999,0.23088446259498596,8511,0.022457189857959747,451100
401.31470145,-41.793548583984375,652.27,53,0.0003,684,0.032843705266714096,453599,0.1769534945487976,8558,0.41573911905288696,453700
402.46718598,-43.17930603027344,650.0,53,0.0003,688,0.03465336188673973,456199,18.26108169555664,8607,-0.6022739410400391,456300
404.3667359999999,-39.73331832885742,650.0,53,0.0003,692,0.034872058779001236,458799,0.12468365579843521,8654,-0.2153051793575287,458900
405.669194,-39.45594787597656,650.0,53,0.0003,696,0.0339231863617897,461399,0.15419688820838928,8702,-0.5274484157562256,461500
405.38145046,-40.4619140625,650.0,53,0.0003,700,0.03546234965324402,463999,7.292723655700684,8750,0.36095866560935974,464100
404.66320207000007,-40.345951080322266,650.0,53,0.0003,704,0.033246394246816635,466599,0.49529922008514404,8798,-0.6260644197463989,466700
406.02723449999996,-39.63148498535156,650.0,53,0.0003,708,0.03342355042695999,469199,22.319427490234375,8845,-0.17426666617393494,469300
407.02528974,-41.12175750732422,650.0,53,0.0003,712,0.03379950672388077,471799,0.1495034098625183,8894,-0.7658377885818481,471900
407.48975399000005,-44.9044189453125,650.0,53,0.0003,716,0.03432762250304222,474399,0.3151203393936157,8941,0.22090330719947815,474500
408.34682567999994,-44.159263610839844,650.0,53,0.0003,720,0.03418758884072304,476999,0.26803213357925415,8989,0.19194315373897552,477100
409.32264914,-46.3388786315918,650.0,53,0.0003,724,0.03430130332708359,479599,0.14916858077049255,9036,-0.052166327834129333,479700
411.61794605999995,-44.75001525878906,650.0,53,0.0003,728,0.03329857438802719,482199,0.16255469620227814,9084,0.3124746084213257,482300
413.08605887,-46.55368423461914,650.0,53,0.0003,732,0.03498408943414688,484799,28.036319732666016,9131,0.5225273370742798,484900
415.37006268,-40.0272216796875,650.0,53,0.0003,736,0.03437666967511177,487399,26.86690902709961,9179,0.16792961955070496,487500
417.37823492999996,-40.51668167114258,650.0,53,0.0003,740,0.03489375859498978,489999,0.19803345203399658,9227,-0.22820203006267548,490100
417.83335619999997,-42.15741729736328,650.0,53,0.0003,744,0.03406493738293648,492599,0.17063266038894653,9275,-0.21587128937244415,492700
419.3582451099999,-43.387168884277344,650.0,53,0.0003,748,0.035738106817007065,495199,0.39788222312927246,9322,0.20315450429916382,495300
422.05383015,-42.366455078125,650.0,53,0.0003,752,0.033976174890995026,497799,0.1854918897151947,9370,0.22866585850715637,497900
423.47423670000006,-40.81470489501953,650.0,53,0.0003,756,0.032858166843652725,500399,0.1496542990207672,9418,0.27138444781303406,500500
424.1476979000001,-44.91671371459961,649.75,53,0.0003,760,0.03447510674595833,502974,0.2608681917190552,9465,0.5614231824874878,503075
420.53769386,-42.929290771484375,643.77,53,0.0003,764,0.03372665494680405,504976,0.2494790256023407,9503,0.5623255968093872,505077
424.96561287000003,-45.285545349121094,646.71,53,0.0003,768,0.03369580954313278,507870,0.23923702538013458,9559,0.07372768223285675,507971
423.54091516,-46.44207763671875,644.28,53,0.0003,772,0.032271936535835266,510227,10.402835845947266,9602,0.2688726782798767,510328
426.3238139499999,-46.14862060546875,644.36,53,0.0003,776,0.03385600447654724,512835,0.9973227977752686,9651,-0.27943068742752075,512936
429.48571494,-41.15700149536133,645.68,53,0.0003,780,0.03361352160573006,515567,0.2045377790927887,9700,0.565269410610199,515668
430.8398622999999,-46.751136779785156,645.92,53,0.0003,784,0.03433023765683174,518191,0.14298494160175323,9749,-0.04800572991371155,518292
432.32600729000006,-44.57499313354492,645.96,53,0.0003,788,0.03508717566728592,520795,0.8413059711456299,9797,-0.4944215714931488,520896
426.12160307000005,-47.77070236206055,637.0,53,0.0003,792,0.03472735732793808,522499,0.19220031797885895,9833,-0.4317357540130615,522600
427.1842252800001,-46.47215270996094,637.0,53,0.0003,796,0.03494784235954285,525099,0.1813681423664093,9882,0.09427350759506226,525200
426.62518258000006,-44.91339874267578,637.0,53,0.0003,800,0.03451761230826378,527699,0.5669811964035034,9929,0.7754332423210144,527800
427.86604516000006,-43.74717712402344,637.0,53,0.0003,804,0.034131962805986404,530299,0.1513170599937439,9978,-0.08734393119812012,530400
429.68933195000005,-46.434898376464844,637.0,53,0.0003,808,0.03605271130800247,532899,0.19911955296993256,10026,0.036542557179927826,533000
430.6477733,-45.70912170410156,637.0,53,0.0003,812,0.034123197197914124,535499,0.17601840198040009,10074,-0.18539512157440186,535600
430.33182274,-46.72235107421875,637.0,53,0.0003,816,0.034076083451509476,538099,0.15925171971321106,10122,-0.14105123281478882,538200
430.94557834999995,-46.79344177246094,637.0,53,0.0003,820,0.0335514061152935,540699,0.18510979413986206,10172,-0.06386581063270569,540800
432.84532504000003,-44.956626892089844,637.0,53,0.0003,824,0.033794037997722626,543299,0.2657788395881653,10220,-0.19042468070983887,543400
434.12733588000003,-46.182281494140625,637.0,53,0.0003,828,0.033743053674697876,545899,14.135031700134277,10268,-0.4977210760116577,546000
433.85021859999995,-44.88957595825195,637.0,53,0.0003,832,0.033949095755815506,548499,0.44480910897254944,10316,-0.020008474588394165,548600
434.7418971000001,-44.091880798339844,637.0,53,0.0003,836,0.035405006259679794,551099,20.53078842163086,10364,-1.0349987745285034,551200
