Env,px,py,pz,q1,q2,q3,q4,vx,vy,vz,wx,wy,wz
0.0,0.0,0.0,4.4296923,0.17923038,-0.20405674,-0.65915734,0.7012481,0.004926041,32.335598,-1.605998,0.30928034,0.13786359,0.22194958
0.0,0.0,0.0,4.4136324,0.18008651,-0.20235471,-0.65881693,0.70184165,-0.12492566,32.315636,-1.5258695,0.3062745,0.13611276,0.20557229
0.0,0.0,0.0,4.3983736,0.18092057,-0.20068268,-0.6585267,0.70237947,-0.25176278,32.295784,-1.4480494,0.3027346,0.13442455,0.18971324
0.0,0.0,0.0,4.383893,0.18173115,-0.19904181,-0.6582846,0.7028638,-0.3755118,32.276096,-1.3725883,0.2986886,0.13279924,0.17443474
0.0,0.0,0.0,4.3701673,0.18251704,-0.19743317,-0.65808845,0.7032975,-0.49611154,32.25662,-1.2995263,0.29416513,0.13123608,0.15979502
0.0,0.0,0.0,4.357172,0.18327707,-0.1958576,-0.6579356,0.7036832,-0.6135139,32.237385,-1.2288926,0.28919938,0.12973095,0.1458515
0.0,0.0,0.0,4.344883,0.18401037,-0.19431582,-0.65782356,0.70402396,-0.72768337,32.218422,-1.1607053,0.28383213,0.12827699,0.13265988
0.0,0.0,0.0,4.333276,0.1847162,-0.19280837,-0.6577494,0.70432276,-0.83859974,32.199745,-1.0949676,0.2781005,0.12686674,0.12026913
0.0,0.0,0.0,4.322326,0.18539403,-0.19133566,-0.6577103,0.7045828,-0.94625443,32.18137,-1.0316727,0.27204138,0.125494,0.10872343
0.0,0.0,0.0,4.3120093,0.1860435,-0.1898979,-0.65770304,0.7048073,-1.0506554,32.163303,-0.9707961,0.26568624,0.12415106,0.09805907
0.0,0.0,0.0,4.3023014,0.1866644,-0.18849523,-0.65772444,0.7049996,-1.151821,32.14554,-0.9123045,0.25906342,0.12283036,0.08830591
0.0,0.0,0.0,4.2931786,0.1872567,-0.18712768,-0.6577712,0.70516324,-1.2497824,32.128075,-0.8561535,0.2521983,0.12152493,0.07948752
