Env,air_speed
0.0,23.14029
0.0,23.09949
0.0,23.08322
0.0,23.019167
0.0,23.015976
0.0,22.962313
0.0,22.91453
0.0,22.902056
0.0,22.8749
0.0,22.83606
0.0,22.792362
0.0,22.754084
0.0,22.716469
0.0,22.678493
0.0,22.650454
0.0,22.62524
0.0,22.608112
0.0,22.563623
0.0,22.54267
0.0,22.494879
0.0,22.463636
0.0,22.44136
0.0,22.406168
0.0,22.388966
0.0,22.366007
0.0,22.352436
0.0,22.321814
0.0,22.275347
0.0,22.26319
0.0,22.240341
0.0,22.208307
0.0,22.187943
0.0,22.161488
0.0,22.136513
0.0,22.118633
0.0,22.071196
0.0,22.007774
0.0,21.983383
0.0,21.933437
0.0,21.902338
0.0,21.896801
0.0,21.880247
0.0,21.843279
0.0,21.83095
0.0,21.810383
0.0,21.793768
0.0,21.7586
0.0,21.720821
0.0,21.698065
0.0,21.672739
0.0,21.657248
0.0,21.629396
0.0,21.592262
0.0,21.52322
0.0,21.506048
0.0,21.485237
0.0,21.462126
0.0,21.414736
0.0,21.365213
0.0,21.322847
0.0,21.26215
0.0,21.214605
0.0,21.190577
0.0,21.161684
0.0,21.141062
0.0,21.10339
0.0,21.055735
0.0,21.033041
0.0,21.01393
0.0,20.993778
0.0,20.942272
0.0,20.90385
0.0,20.88059
0.0,20.865162
0.0,20.832481
0.0,20.815235
0.0,20.787136
0.0,20.746826
0.0,20.708227
0.0,20.68022
0.0,20.65293
0.0,20.62815
0.0,20.595655
0.0,20.548203
0.0,20.503508
0.0,20.453552
0.0,20.425873
0.0,20.402855
0.0,20.341383
0.0,20.304407
0.0,20.261677
0.0,20.21923
0.0,20.188068
0.0,20.143799
0.0,20.078781
0.0,20.051477
0.0,20.012388
0.0,19.964828
0.0,19.90709
0.0,19.861557
0.0,19.801167
0.0,19.759686
0.0,19.723112
0.0,19.676289
0.0,19.635561
0.0,19.592813
0.0,19.547888
0.0,19.521225
0.0,19.48941
0.0,19.443691
0.0,19.405216
0.0,19.357643
0.0,19.325157
0.0,19.294222
0.0,19.239511
0.0,19.194315
0.0,19.158848
0.0,19.1118
0.0,19.055176
0.0,19.01489
0.0,18.981232
0.0,18.919945
0.0,18.871523
0.0,18.81012
0.0,18.75722
0.0,18.713606
0.0,18.673155
0.0,18.62074
0.0,18.57932
0.0,18.529465
0.0,18.475794
0.0,18.429495
0.0,18.369438
0.0,18.304777
0.0,18.249233
0.0,18.208189
0.0,18.143444
0.0,18.08593
0.0,18.029394
0.0,17.968649
0.0,17.909546
0.0,17.851736
0.0,17.79681
0.0,17.73797
0.0,17.680452
0.0,17.631287
0.0,17.58275
0.0,17.521845
0.0,17.460135
0.0,17.407917
0.0,17.354492
0.0,17.292511
0.0,17.23136
0.0,17.163736
0.0,17.097895
0.0,17.04426
0.0,16.978699
0.0,16.917025
0.0,16.849762
0.0,16.790453
0.0,16.726547
0.0,16.67151
0.0,16.599712
0.0,16.546581
0.0,16.494299
0.0,16.443176
0.0,16.392715
0.0,16.329718
0.0,16.275337
0.0,16.214005
0.0,16.154451
0.0,16.091873
0.0,16.042196
0.0,15.996775
0.0,15.934805
0.0,15.87354
0.0,15.80858
0.0,15.751987
0.0,15.705864
0.0,15.649934
0.0,15.583002
0.0,15.522364
0.0,15.4674635
0.0,15.409269
0.0,15.361091
0.0,15.2991295
0.0,15.245781
0.0,15.200335
0.0,15.152801
0.0,15.106729
0.0,15.057822
0.0,14.99734
0.0,14.942103
0.0,14.893146
0.0,14.847049
0.0,14.791417
0.0,14.748556
0.0,14.696862
0.0,14.6536
0.0,14.597812
0.0,14.554502
0.0,14.5151825
0.0,14.4705515
0.0,14.416424
0.0,14.366489
0.0,14.318904
0.0,14.273434
0.0,14.222898
0.0,14.184794
0.0,14.148692
0.0,14.106671
0.0,14.067434
0.0,14.033177
0.0,13.987253
0.0,13.939306
0.0,13.897808
0.0,13.861012
0.0,13.8279505
0.0,13.794839
0.0,13.758601
0.0,13.726976
0.0,13.694213
0.0,13.656203
0.0,13.611553
0.0,13.583826
0.0,13.552603
0.0,13.524201
0.0,13.499006
0.0,13.474252
0.0,13.444659
0.0,13.421047
0.0,13.39889
0.0,13.377753
0.0,13.356996
0.0,13.334125
0.0,13.314296
0.0,13.296808
0.0,13.2682085
0.0,13.252432
0.0,13.229858
0.0,13.213635
0.0,13.191543
0.0,13.170363
0.0,13.151173
0.0,13.126044
0.0,13.116872
0.0,13.10467
0.0,13.0874815
0.0,13.080773
0.0,13.069806
0.0,13.064642
0.0,13.049764
0.0,13.025043
0.0,13.021939
0.0,13.009648
0.0,13.001465
0.0,12.991078
0.0,12.985089
0.0,12.98586
0.0,12.987553
0.0,12.989726
0.0,12.992703
0.0,12.996298
0.0,13.0012
0.0,13.004668
0.0,13.012297
0.0,13.020651
0.0,13.029277
0.0,13.034659
0.0,13.025503
0.0,13.032252
0.0,13.0463
0.0,13.047447
0.0,13.054225
0.0,13.060139
0.0,13.075927
0.0,13.092998
0.0,13.0990095
0.0,13.114062
0.0,13.132292
0.0,13.152194
0.0,13.164177
0.0,13.183955
0.0,13.208779
0.0,13.234563
0.0,13.253475
0.0,13.277432
0.0,13.28994
0.0,13.317221
0.0,13.3355
0.0,13.353817
0.0,13.377758
0.0,13.401329
0.0,13.4256115
0.0,13.446994
0.0,13.466196
0.0,13.496906
0.0,13.525384
0.0,13.55393
0.0,13.5823965
0.0,13.60636
0.0,13.627215
0.0,13.657783
0.0,13.682931
0.0,13.713364
0.0,13.73879
0.0,13.768875
0.0,13.795532
0.0,13.820665
0.0,13.835407
0.0,13.866259
0.0,13.897988
0.0,13.925775
0.0,13.956694
0.0,13.977984
0.0,14.004704
0.0,14.030237
0.0,14.054862
0.0,14.080481
0.0,14.1133995
0.0,14.142537
0.0,14.170957
0.0,14.196571
0.0,14.221134
0.0,14.2450485
0.0,14.267327
0.0,14.295442
0.0,14.324486
0.0,14.351575
0.0,14.378401
0.0,14.409286
0.0,14.436578
0.0,14.467651
0.0,14.501834
0.0,14.528773
0.0,14.557797
0.0,14.5868635
0.0,14.622931
0.0,14.660679
0.0,14.697266
0.0,14.726197
0.0,14.765085
0.0,14.804435
0.0,14.834182
0.0,14.868471
0.0,14.901419
0.0,14.938695
0.0,14.975976
0.0,15.010075
0.0,15.049033
0.0,15.075357
0.0,15.100596
0.0,15.13493
0.0,15.173017
0.0,15.20979
0.0,15.246451
0.0,15.286115
0.0,15.31425
0.0,15.339322
0.0,15.368149
0.0,15.40636
0.0,15.432028
0.0,15.470793
0.0,15.507233
0.0,15.54676
0.0,15.584559
0.0,15.619813
0.0,15.658124
0.0,15.697764
0.0,15.728742
0.0,15.766403
0.0,15.806451
0.0,15.845204
0.0,15.885529
0.0,15.92653
0.0,15.96535
0.0,16.002234
0.0,16.034086
0.0,16.072296
0.0,16.106876
0.0,16.147493
0.0,16.182688
0.0,16.225782
0.0,16.262232
0.0,16.293724
0.0,16.320625
0.0,16.363174
0.0,16.394882
0.0,16.437647
0.0,16.476273
0.0,16.508427
0.0,16.536797
0.0,16.57471
0.0,16.617018
0.0,16.644384
0.0,16.686544
0.0,16.726936
0.0,16.766483
0.0,16.80742
0.0,16.850323
0.0,16.88535
0.0,16.928362
0.0,16.967562
0.0,17.009794
0.0,17.05242
0.0,17.097734
0.0,17.13551
0.0,28.10238
0.0,28.091616
0.0,28.072193
0.0,28.008787
0.0,27.99238
0.0,27.959614
0.0,27.894028
0.0,27.85791
0.0,27.82749
0.0,27.78676
0.0,27.753489
0.0,27.7265
0.0,27.677217
0.0,27.645815
0.0,27.615303
0.0,27.589514
0.0,27.482803
0.0,27.456985
0.0,27.39816
0.0,27.37236
0.0,27.313103
0.0,27.285286
0.0,27.249985
0.0,27.218884
0.0,27.179249
0.0,27.109158
0.0,27.07104
0.0,27.035614
0.0,26.991924
0.0,26.95982
0.0,26.908129
0.0,26.845598
0.0,26.81114
0.0,26.780035
0.0,26.749657
0.0,26.720064
0.0,26.678942
0.0,26.642046
0.0,26.610064
0.0,26.554344
0.0,26.523783
0.0,26.482618
0.0,26.42309
0.0,26.371145
0.0,26.338873
0.0,26.307928
0.0,26.248096
0.0,26.217733
0.0,26.186102
0.0,26.126379
0.0,26.095325
0.0,26.056503
0.0,26.024288
0.0,25.99425
0.0,25.964407
0.0,25.922651
0.0,25.893995
0.0,25.859962
0.0,25.827337
0.0,25.787127
0.0,25.740274
0.0,25.710382
0.0,25.684141
0.0,25.630768
0.0,25.606195
0.0,25.51791
0.0,25.48096
0.0,25.43415
0.0,25.388199
0.0,25.348307
0.0,25.2893
0.0,25.253962
0.0,25.221914
0.0,25.196121
0.0,25.159893
0.0,25.109623
0.0,25.083443
0.0,25.01921
0.0,24.99256
0.0,24.962982
0.0,24.933493
0.0,24.910667
0.0,24.871683
0.0,24.845556
0.0,24.823702
0.0,24.796356
0.0,24.756508
0.0,24.729439
0.0,24.709232
0.0,24.683176
0.0,24.664385
0.0,24.638699
0.0,24.619072
0.0,24.601316
0.0,24.58417
0.0,24.564611
0.0,24.518242
0.0,24.463276
0.0,24.438677
0.0,24.410898
0.0,24.38629
0.0,24.366034
0.0,24.348824
0.0,24.314703
0.0,24.300877
0.0,24.286108
0.0,24.270027
0.0,24.255136
0.0,24.221586
0.0,24.208899
0.0,24.195053
0.0,24.18083
0.0,24.145744
0.0,24.122992
0.0,24.090988
0.0,24.06114
0.0,24.052422
0.0,24.043709
0.0,24.03608
0.0,24.00619
0.0,23.995586
0.0,23.989439
0.0,23.975998
0.0,23.944992
0.0,23.93841
0.0,23.921257
0.0,23.92037
0.0,23.919582
0.0,23.907907
0.0,23.90097
0.0,23.899134
0.0,23.899792
0.0,23.898066
0.0,23.89749
0.0,23.892792
0.0,23.893898
0.0,23.896454
0.0,23.898094
0.0,23.883644
0.0,23.876745
0.0,23.877996
0.0,23.879934
0.0,23.883642
0.0,23.87995
0.0,23.88086
0.0,23.883793
0.0,23.883745
0.0,23.888968
0.0,23.895126
0.0,23.893173
0.0,23.883417
0.0,23.879583
0.0,23.883488
0.0,23.891777
0.0,23.883204
0.0,23.890232
0.0,23.881847
0.0,23.872826
0.0,23.877659
0.0,23.881765
0.0,23.878408
0.0,23.877457
0.0,23.877361
0.0,23.876444
0.0,23.862087
0.0,23.870047
0.0,23.87059
0.0,23.873648
0.0,23.86367
0.0,23.863806
0.0,23.84792
0.0,23.847448
0.0,23.848562
0.0,23.827522
0.0,23.834698
0.0,23.843105
0.0,23.853228
0.0,23.86555
0.0,23.85973
0.0,23.860912
0.0,23.87229
0.0,23.883287
0.0,23.894814
0.0,23.905436
0.0,23.916798
0.0,23.929102
0.0,23.931175
0.0,23.94196
0.0,23.952808
0.0,23.941591
0.0,23.954964
0.0,23.97101
0.0,23.965103
0.0,23.977175
0.0,23.96388
0.0,23.965513
0.0,23.981255
0.0,23.995739
0.0,24.009735
0.0,24.012066
0.0,24.011068
0.0,24.025743
0.0,24.032902
0.0,24.040802
0.0,24.045492
0.0,24.058231
0.0,24.074072
0.0,24.06862
0.0,24.085857
0.0,24.076355
0.0,24.09204
0.0,24.107216
0.0,24.111582
0.0,24.097168
0.0,24.111492
0.0,24.124304
0.0,24.127293
0.0,24.145416
0.0,24.163137
0.0,24.17913
0.0,24.198883
0.0,24.212334
0.0,24.213554
0.0,24.229643
0.0,24.248163
0.0,24.259325
0.0,24.272741
0.0,24.286871
0.0,24.30113
0.0,24.30149
0.0,24.314371
0.0,24.328625
0.0,24.341827
0.0,24.357859
0.0,24.375982
0.0,24.391935
0.0,24.403797
0.0,24.3973
0.0,24.416113
0.0,24.428595
0.0,24.43052
0.0,24.445925
0.0,24.451408
0.0,24.457264
0.0,24.469349
0.0,24.481762
0.0,24.472643
0.0,24.43428
0.0,24.44931
0.0,24.458536
0.0,24.46961
0.0,24.464678
0.0,24.472528
0.0,24.482773
0.0,24.461643
0.0,24.459557
0.0,24.435413
0.0,24.444273
0.0,24.445944
0.0,24.417135
0.0,24.394163
0.0,24.378363
0.0,24.364239
0.0,24.357487
0.0,24.3478
0.0,24.341328
0.0,24.33579
0.0,24.329958
0.0,24.303318
0.0,24.297173
0.0,24.279451
0.0,24.260334
0.0,24.256994
0.0,24.247934
0.0,24.23547
0.0,24.21865
0.0,24.200027
0.0,24.194996
0.0,24.156979
0.0,24.130844
0.0,24.105503
0.0,24.086618
0.0,24.06963
0.0,24.050844
0.0,24.033546
0.0,24.004019
0.0,23.985027
0.0,23.966894
0.0,23.927025
0.0,23.91372
0.0,23.896149
0.0,23.881994
0.0,23.867441
0.0,23.816025
0.0,23.784754
0.0,23.712538
0.0,23.684258
0.0,23.628483
0.0,23.600164
0.0,23.545721
0.0,23.518042
0.0,23.469366
0.0,23.412151
0.0,23.355827
0.0,23.320614
0.0,23.285324
0.0,23.251764
0.0,23.205149
0.0,23.162024
0.0,23.106165
0.0,23.05553
0.0,23.010363
0.0,22.971577
0.0,22.915026
0.0,22.858763
0.0,22.814205
0.0,22.765614
0.0,22.722622
0.0,22.67893
0.0,22.63411
0.0,22.578655
0.0,22.539639
0.0,22.492472
0.0,22.440216
0.0,22.374468
0.0,22.322166
0.0,22.280773
0.0,22.233572
0.0,22.172802
0.0,22.12082
0.0,22.076853
0.0,22.027554
0.0,21.981068
0.0,21.936615
0.0,21.885965
0.0,21.84218
0.0,21.797466
0.0,21.744621
0.0,21.697796
0.0,21.65154
0.0,21.609047
0.0,21.571463
0.0,21.531124
0.0,21.493315
0.0,21.441778
0.0,21.404114
0.0,21.354532
0.0,21.315685
0.0,21.278738
0.0,21.22103
0.0,21.168175
0.0,21.131292
0.0,21.097979
0.0,21.04889
0.0,21.008322
0.0,20.96735
0.0,20.932184
0.0,20.902046
0.0,20.872728
0.0,20.835852
0.0,20.80478
0.0,20.777348
0.0,20.750225
0.0,20.722836
0.0,20.698626
0.0,20.670889
0.0,20.647564
0.0,20.612604
0.0,20.580719
0.0,20.557953
0.0,20.537848
0.0,20.519333
0.0,20.502867
0.0,20.47879
0.0,20.459148
0.0,20.441343
0.0,20.421993
0.0,20.413216
0.0,20.403559
0.0,20.398848
0.0,20.39375
0.0,20.390406
0.0,20.392712
0.0,20.391726
0.0,20.397392
0.0,20.396357
0.0,20.406864
0.0,20.416418
0.0,20.428833
0.0,20.439466
0.0,20.459246
0.0,20.479387
0.0,20.498487
0.0,20.517729
0.0,20.542303
0.0,20.568306
0.0,20.57474
0.0,20.607506
0.0,20.645864
0.0,20.679235
0.0,20.7208
0.0,20.755592
0.0,20.799576
0.0,20.846912
0.0,20.875282
0.0,20.919035
0.0,20.971285
0.0,21.028025
0.0,21.082634
0.0,21.135567
0.0,21.187126
0.0,21.250992
0.0,21.30908
0.0,21.371157
0.0,21.43443
0.0,21.497427
0.0,21.5593
0.0,21.62172
0.0,21.68709
0.0,21.755297
0.0,21.821802
0.0,21.886911
0.0,21.953373
0.0,22.017235
0.0,22.076345
0.0,22.142216
0.0,22.202534
0.0,22.264893
0.0,22.31795
0.0,22.364985
0.0,22.411352
0.0,22.466911
0.0,22.504622
0.0,22.552052
0.0,22.590702
0.0,22.623047
0.0,22.661688
0.0,22.702415
0.0,22.739668
0.0,22.774235
0.0,22.798498
0.0,22.818789
0.0,22.83573
0.0,22.854586
0.0,22.85342
0.0,22.862041
0.0,22.87492
0.0,22.8812
0.0,22.877575
0.0,22.876192
0.0,22.869345
0.0,22.863691
0.0,22.854212
0.0,22.82343
0.0,22.806454
0.0,22.778994
0.0,22.755478
0.0,22.715975
0.0,22.683462
0.0,22.64588
0.0,22.608997
0.0,22.56115
0.0,22.51831
0.0,22.465145
0.0,22.419565
0.0,22.366816
0.0,22.32199
0.0,22.27857
0.0,22.220638
0.0,22.17665
0.0,22.131935
0.0,22.089931
0.0,22.042353
0.0,21.997194
0.0,21.956232
0.0,21.916794
0.0,21.87914
0.0,21.840355
0.0,21.792192
0.0,21.753286
0.0,21.717392
0.0,21.673664
0.0,21.642918
0.0,21.612223
0.0,21.571531
0.0,21.545382
0.0,21.515686
0.0,21.485811
0.0,21.463758
0.0,21.441425
0.0,21.405088
0.0,21.374321
0.0,21.359045
0.0,21.327147
0.0,21.314293
0.0,21.30061
0.0,21.276676
0.0,21.259155
0.0,21.244612
0.0,21.229126
0.0,21.199015
0.0,21.186327
0.0,21.173532
0.0,21.162588
0.0,21.154226
0.0,21.133732
0.0,21.125101
0.0,21.111416
0.0,21.102612
0.0,21.093697
0.0,21.083912
0.0,21.07675
0.0,21.052189
0.0,21.042889
0.0,21.026321
0.0,21.012257
0.0,21.002815
0.0,20.989685
0.0,20.978537
0.0,20.959858
0.0,20.946774
