Env,fx,fy,fz
0.0,0.4610592,-0.17309807,3.0119038
0.0,1.5533917,-0.22851567,4.6468854
0.0,0.74645907,-0.24000797,2.2898932
0.0,1.3312094,-0.29291505,2.0835989
0.0,0.6720062,-0.31318143,3.0429127
0.0,1.6645074,-0.38542137,1.7576157
0.0,0.662223,-0.38799834,3.226962
0.0,1.2727401,-0.43760124,2.575479
0.0,1.7839828,-0.4894957,4.4298706
0.0,0.36663756,-0.4371641,2.7043383
0.0,2.218704,-0.5794739,3.9994533
0.0,0.30491918,-0.4762454,2.147843
0.0,1.6508198,-0.58791566,1.0780542
0.0,1.3813465,-0.59075236,1.6118666
0.0,0.48643637,-0.5421794,2.7639732
0.0,1.8523475,-0.67288995,3.3800273
0.0,2.455526,-0.736717,3.3463612
0.0,1.4108032,-0.6816693,0.7272029
0.0,0.34904534,-0.6071056,1.9647452
0.0,0.95449483,-0.6804796,1.1970102
0.0,1.2211747,-0.7288088,1.1369759
0.0,1.0548484,-0.7270753,2.4158225
0.0,1.3308395,-0.77946717,2.5887752
0.0,0.6754842,-0.7353909,1.4734019
0.0,0.51300234,-0.73570377,1.7833291
0.0,2.085983,-0.922319,3.213393
0.0,0.5758521,-0.7736237,2.0187037
0.0,1.5826607,-0.8997014,0.90119636
0.0,1.0126811,-0.8569764,2.5093317
0.0,0.5825566,-0.81309843,1.5552629
0.0,1.3996711,-0.9214083,0.6654017
0.0,1.0333505,-0.89168316,2.0314617
0.0,0.9935311,-0.898168,1.0615437
0.0,1.0550866,-0.9173491,1.5072207
0.0,1.8218362,-1.0165948,0.991606
0.0,1.7861578,-1.0247672,1.2049102
0.0,1.5793155,-1.0183738,3.2685153
0.0,0.94708616,-0.935893,2.4502141
0.0,2.148909,-1.101785,3.2726452
0.0,0.8578181,-0.92959005,2.4164124
0.0,1.4306052,-1.0069896,1.0700103
0.0,1.8593282,-1.0682203,1.1907701
0.0,1.3477331,-0.9985289,2.8649144
0.0,0.8013066,-0.9148903,2.045985
0.0,0.7232168,-0.9017172,2.2938268
0.0,1.056106,-0.9461853,1.7636001
0.0,1.4787256,-0.99980235,1.3925449
0.0,0.8085758,-0.90028286,2.0600176
0.0,1.5179644,-1.0017676,3.1144097
0.0,1.1118793,-0.93928605,1.8277861
0.0,1.1268479,-0.9374735,2.5112047
0.0,0.9378238,-0.8991667,2.2729719
0.0,0.91457874,-0.8939917,2.559955
0.0,2.1924038,-1.069169,3.5639913
0.0,1.3537824,-0.9314385,2.929561
0.0,1.4820694,-0.9344662,2.8127627
0.0,0.7718123,-0.8282034,1.8863314
0.0,1.3675708,-0.90270126,2.66094
0.0,1.151832,-0.8663906,2.534486
0.0,0.6434055,-0.78788245,1.8233905
0.0,0.80367094,-0.8009804,1.4530845
0.0,1.5520384,-0.8931956,1.1712862
0.0,0.91345584,-0.79197085,2.4175377
0.0,0.76836765,-0.7599799,1.6626937
0.0,1.3439271,-0.82699037,1.2981114
0.0,1.4421158,-0.83432424,2.6612282
0.0,1.8786815,-0.87343794,2.546071
0.0,1.471054,-0.8095524,2.1429152
0.0,1.2282311,-0.7572229,0.6269284
0.0,1.5765103,-0.78365064,0.6927908
0.0,0.65398884,-0.6622326,1.7923564
0.0,0.8973811,-0.680709,1.7576351
0.0,0.83315194,-0.66220593,1.1035609
0.0,0.8041786,-0.65089947,1.8659619
0.0,0.44101837,-0.5928887,1.4068468
0.0,0.39518863,-0.5768365,1.39759
0.0,1.1824968,-0.6517271,2.0326602
0.0,0.591123,-0.5719029,1.2685784
0.0,0.72137266,-0.5695602,1.5579329
0.0,0.35304287,-0.5172544,0.9143185
0.0,1.449826,-0.6125225,1.5838037
0.0,0.54383767,-0.51074874,0.96029246
0.0,0.38194832,-0.48376852,0.72911286
0.0,0.4131824,-0.4750559,0.66917473
0.0,0.53052187,-0.4738797,0.5815515
0.0,0.6791473,-0.46987033,0.62885773
0.0,0.24963467,-0.4160896,0.31893888
0.0,0.5434375,-0.42585996,0.163706
0.0,0.3092198,-0.3967908,0.35248518
0.0,0.45406902,-0.39311093,-0.43270642
0.0,0.5982056,-0.3881843,-0.57448316
0.0,0.13337001,-0.34127748,0.07730371
0.0,0.79900193,-0.37260765,-0.37868682
0.0,0.18103248,-0.3214574,0.22833475
0.0,0.803393,-0.3443378,-0.47388816
0.0,0.4614591,-0.3093386,0.76291144
0.0,1.2101648,-0.33405936,1.0934668
0.0,0.20190142,-0.26153588,0.07165276
0.0,0.5178677,-0.2649595,0.1655615
0.0,0.51369524,-0.2540053,0.6498684
0.0,0.9170574,-0.25885144,-0.3189042
0.0,0.17569512,-0.21210642,0.21934116
0.0,0.46941265,-0.20913851,0.23916696
0.0,0.54536235,-0.19510086,0.9360664
0.0,0.63629615,-0.18631448,0.432266
0.0,0.93125135,-0.17601265,1.4653872
0.0,0.50072616,-0.14759834,1.1912158
0.0,0.79909843,-0.14040966,1.2942339
0.0,0.87955105,-0.12529548,1.0091963
0.0,0.16144992,-0.10235427,0.0076018507
0.0,0.896489,-0.09722559,-0.3727526
0.0,0.40889242,-0.08107399,0.8507027
0.0,0.75129855,-0.06551558,-0.35507315
0.0,0.25839692,-0.05199513,0.8182283
0.0,0.031277347,-0.036956403,0.32030758
0.0,0.2004768,-0.023078464,0.5808986
0.0,0.0753105,-0.01239535,0.4578832
0.0,0.061193425,-0.00019744504,0.23183082
0.0,0.2094276,0.015090995,0.7371781
0.0,0.6355375,0.038505837,-0.32514203
0.0,0.80647564,0.055868313,-0.17445777
0.0,0.86296433,0.073977254,1.287376
0.0,0.4293198,0.0807657,0.19456236
0.0,0.33397686,0.089009106,0.350002
0.0,0.81706566,0.11594199,0.17664438
0.0,1.1174855,0.14473741,1.375299
0.0,0.13603616,0.12093621,0.5304656
0.0,0.80098593,0.1623504,1.2771934
0.0,0.30170354,0.15656124,0.76918405
0.0,0.690987,0.18816558,-0.27175292
0.0,0.37755683,0.18811184,0.86452025
0.0,0.07512076,0.18582717,0.41471857
0.0,0.17615739,0.2055061,-0.061380096
0.0,0.6981298,0.24781574,0.7752115
0.0,0.7528182,0.26173276,0.9155098
0.0,0.79203856,0.28074872,-0.2367352
0.0,0.8492808,0.3032136,-0.55067897
0.0,0.61511445,0.29627672,0.6743548
0.0,0.32344872,0.29326677,-0.35157183
0.0,1.2620566,0.3712941,0.83993465
0.0,0.39482343,0.32539064,0.16114958
0.0,0.6035337,0.3571543,0.21863236
0.0,0.32681665,0.3445515,0.23972434
0.0,1.0409933,0.4149331,0.49197102
0.0,0.798441,0.41118073,0.075212404
0.0,0.7825081,0.42187932,-1.0081981
0.0,0.61861837,0.42117417,0.056456942
0.0,0.48814416,0.42423138,-0.7520073
0.0,0.9295178,0.48079407,-1.2545168
0.0,1.3291457,0.5280248,-1.4764135
0.0,0.6474891,0.47092345,-0.9229642
0.0,1.0740076,0.52500796,0.385037
0.0,0.55559945,0.48972243,-0.49286044
0.0,1.0092957,0.5462737,-1.2723374
0.0,0.6602654,0.52030873,-0.48799038
0.0,0.4142928,0.5090808,0.2160908
0.0,0.29419562,0.5101849,-0.44001877
0.0,1.0913496,0.6065438,0.4705717
0.0,0.29779816,0.53661656,0.029204741
0.0,0.6569187,0.5895358,-0.6492474
0.0,0.9641081,0.6319186,0.44416726
0.0,1.1898466,0.6733042,0.5841234
0.0,1.2111692,0.692733,-1.2927746
0.0,0.6638026,0.6418222,-0.8407042
0.0,0.65251344,0.6544806,-0.77533156
0.0,0.88802767,0.69557196,0.576843
0.0,1.286699,0.7570804,-0.8183675
0.0,0.49252173,0.6781531,-0.42656678
0.0,0.81026495,0.7333634,0.553512
0.0,1.5865684,0.84349537,0.7828789
0.0,0.5736729,0.72809815,-0.02758114
0.0,0.39408645,0.72079706,-0.3212189
0.0,1.0317613,0.82405686,-0.9989832
0.0,1.0661175,0.8504475,0.29519466
0.0,1.2968267,0.90676963,-1.529726
0.0,0.67963696,0.8429034,-0.63431674
0.0,0.89266783,0.89999634,-0.0531578
0.0,1.9643388,1.0771224,0.064442664
0.0,1.0319864,0.9740224,-1.3040898
0.0,1.752068,1.1036611,-0.41517642
0.0,1.9332709,1.1743037,-2.810121
0.0,2.1138215,1.2383933,-2.3665333
0.0,1.3702377,1.1760441,-2.1328418
0.0,1.000493,1.1641941,-2.0996027
0.0,1.7907659,1.3458409,-1.7398161
0.0,2.7324271,1.5647458,-0.6261955
0.0,2.230347,1.5618577,-3.0369349
0.0,2.0000582,1.5929418,-1.0619959
0.0,2.2510924,1.7127777,-1.8402064
0.0,1.5215731,1.6720852,-2.705094
0.0,2.9726007,2.0291173,-4.060874
0.0,2.2357173,1.9745061,-4.1417313
0.0,1.5968698,1.9411193,-3.0340223
0.0,1.8222675,2.0825696,-2.5474815
0.0,3.052201,2.4228735,-1.6024814
0.0,3.6783762,2.6591818,-4.8962975
0.0,4.3897457,2.884356,-1.2043417
0.0,2.4857206,2.589167,-1.828903
0.0,3.6378613,2.9125872,-3.5278656
0.0,3.3498147,2.9229221,-1.2615771
0.0,3.9331036,3.1057425,-0.92315245
0.0,2.8193412,2.893605,-1.5936662
0.0,4.729742,3.3160229,0.68376744
0.0,2.830677,2.9099705,0.21313596
0.0,4.1670704,3.1655273,-2.2408335
0.0,5.078069,3.2989116,-1.1254401
0.0,2.274498,2.6979525,1.7422522
0.0,3.0081866,2.7840025,3.3820863
0.0,3.6788492,2.7973385,2.496149
0.0,4.8108616,2.8954487,7.7653527
0.0,2.3075447,2.3918335,6.1498485
0.0,2.830577,2.3745742,8.215104
0.0,4.6079354,2.4702644,5.2072926
0.0,2.192093,2.033191,6.8474207
0.0,2.1658483,1.9078026,8.610354
0.0,2.2465863,1.782644,9.135477
0.0,2.8325062,1.6732957,9.659911
0.0,2.8836362,1.5119058,8.794519
0.0,1.8204918,1.2770417,7.8930736
0.0,2.8486512,1.1672466,8.149945
0.0,2.2894034,0.9686565,6.5080795
0.0,0.942174,0.75421804,4.1286144
0.0,0.9597052,0.5858999,4.098896
0.0,3.118858,0.45405716,1.5071706
0.0,4.055729,0.31143415,6.1137233
0.0,0.57998455,0.09471741,2.8439298
0.0,2.089689,-0.06675224,0.63963413
0.0,3.1959088,-0.26049513,1.0575738
0.0,2.8529782,-0.39681715,6.2606483
0.0,2.1201534,-0.5485048,5.3662324
0.0,1.5353221,-0.69479454,3.5827196
0.0,2.5727763,-0.89388895,3.780751
0.0,1.4244841,-0.996125,3.7069333
0.0,3.0249395,-1.2701055,3.871555
0.0,1.9467716,-1.3361028,0.9559307
0.0,3.1806312,-1.6263306,2.1725385
0.0,0.9833522,-1.5349983,-1.2926813
0.0,3.2562966,-1.9365795,-3.4429803
0.0,1.7837399,-1.8948147,-1.1356959
0.0,2.6567273,-2.1402795,-2.6727366
0.0,5.9117928,4.220754e-06,2.2124867
0.0,1.6501769,0.13152142,4.710173
0.0,8.831456,-0.050332844,-9.393357
0.0,1.621943,-0.053659722,1.2457669
0.0,8.483003,-0.19771552,0.4687901
0.0,6.9693007,-0.27231354,9.638723
0.0,18.70456,-0.5601541,35.26014
0.0,8.617713,-0.21191108,15.930152
0.0,7.3342857,-0.21157777,31.121105
0.0,11.017436,-0.13274008,16.47421
0.0,8.453493,0.07685655,17.223701
0.0,6.4662695,0.17549539,27.819284
0.0,5.8279934,-0.029664874,35.694477
0.0,6.378172,0.061886907,27.986166
0.0,15.857888,-0.18807137,36.258133
0.0,7.8718224,0.0011700988,12.447323
0.0,17.46286,0.103750765,27.314674
0.0,6.4922056,-0.1795229,6.391801
0.0,7.431994,-0.20085278,6.1063223
0.0,9.889824,-0.25544798,10.6551285
0.0,9.48831,-0.11222626,19.509531
0.0,12.821008,-0.4248107,38.16742
0.0,7.366006,-0.44960034,31.98164
0.0,5.1868076,-0.47873896,18.223278
0.0,6.217333,-0.68744475,21.485804
0.0,11.874339,-0.5630269,21.822815
0.0,7.819128,-0.5883992,5.663459
