Env,px,py,pz,q1,q2,q3,q4,vx,vy,vz,wx,wy,wz
0.0,-5.184027,14.694493,7.969403,0.68371993,-0.29535216,-0.26939055,0.61051035,-8.188503,18.963615,1.7559985,-0.21605662,-0.41571176,-0.27025172
0.0,-5.265912,14.88413,7.986963,0.6832188,-0.29783493,-0.2684743,0.6102688,-8.154861,18.902956,1.6281793,-0.1842546,-0.38871306,-0.40902537
0.0,-5.3474607,15.073159,8.003244,0.6825662,-0.30066434,-0.26811892,0.6097676,-8.071322,18.955616,1.5165387,-0.21195784,-0.34345764,-0.31294572
0.0,-5.428174,15.262715,8.01841,0.6819078,-0.30306268,-0.26758137,0.60955316,-7.9639306,18.998001,1.4048947,-0.10952326,-0.46967798,-0.19401401
0.0,-5.5078135,15.452695,8.032458,0.681906,-0.30530113,-0.26640442,0.60895324,-7.896754,18.977169,1.2849815,-0.21626616,-0.28588083,-0.26330385
0.0,-5.586781,15.642467,8.045308,0.68122476,-0.30735663,-0.26590064,0.60890204,-7.794504,19.030773,1.1755772,-0.23244023,-0.2668896,-0.11778718
0.0,-5.6647263,15.832774,8.057064,0.6806897,-0.30887884,-0.2649925,0.6091259,-7.7370076,19.064104,1.0619155,-0.1664859,-0.32805246,-0.08681521
0.0,-5.7420964,16.023415,8.067683,0.68048203,-0.31039345,-0.26388282,0.6090698,-7.622129,19.097197,0.952407,-0.1883617,-0.31693208,0.121318325
0.0,-5.818318,16.214386,8.077208,0.68051356,-0.31119376,-0.26214218,0.60937774,-7.611045,19.084272,0.83219916,-0.15245947,-0.31878975,0.060874272
0.0,-5.8944283,16.40523,8.085529,0.68056047,-0.31215727,-0.26063433,0.60947925,-7.5236506,19.068626,0.7175019,-0.30442387,-0.14174876,0.18758117
0.0,-5.9696646,16.595917,8.092705,0.6801091,-0.31234708,-0.25910473,0.6105373,-7.451147,19.06109,0.6029469,-0.36373863,-0.08720895,0.36869988
0.0,-6.044176,16.786528,8.098734,0.6796852,-0.3118297,-0.2571137,0.61211354,-7.457384,19.022478,0.480188,-0.24345523,-0.19491656,0.37577567
0.0,-6.11875,16.976753,8.103536,0.67977446,-0.3114612,-0.2549208,0.6131182,-7.4446754,18.977863,0.35965353,-0.13238195,-0.30762115,0.47125596
0.0,-6.193197,17.166533,8.107132,0.68049186,-0.31097,-0.2522234,0.6136872,-7.4675303,18.794357,0.22515394,-0.2606988,-0.12019318,0.280709
0.0,-6.267872,17.354477,8.109384,0.68027854,-0.31071183,-0.25054723,0.6147401,-7.5150886,18.66059,0.09361568,-0.1914495,-0.13382065,0.115710616
