train/n_updates,train/critic_loss,train/ent_coef,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,time/episodes,train/actor_loss
19473,0.10051211714744568,0.005596125032752752,35,544,19574,72.58,9.54290132,0.0003,-2.287666082382202,268,-6.4584221839904785
19770,0.040769319981336594,0.005325122270733118,35,552,19871,72.5,9.80317288,0.0003,-0.032664358615875244,272,-6.277054309844971
20065,0.05907752737402916,0.005156377796083689,35,560,20166,72.4,9.992799750000001,0.0003,-3.083263874053955,276,-6.054513454437256
20364,0.26727375388145447,0.005009767599403858,35,569,20465,72.36,10.28715295,0.0003,-1.3074756860733032,280,-6.4264068603515625
20666,0.458087295293808,0.004941792692989111,35,577,20767,72.34,10.58434387,0.0003,-1.1968059539794922,284,-6.049816131591797
20924,0.04958007484674454,0.0049042729660868645,35,584,21025,71.86,10.689001589999998,0.0003,2.5346715450286865,288,-6.27107572555542
21224,0.0799083411693573,0.004860465414822102,35,592,21325,71.85,10.856159470000001,0.0003,-0.2644776701927185,292,-6.312983512878418
21523,0.21442297101020813,0.004832542035728693,36,600,21624,72.49,11.06883204,0.0003,-1.5922842025756836,296,-6.533699989318848
21823,0.22203952074050903,0.0047460030764341354,36,608,21924,72.53,11.250963450000002,0.0003,2.1158061027526855,300,-6.4914774894714355
22074,0.03535778447985649,0.00467552337795496,36,615,22175,72.08,11.25258687,0.0003,-0.045489490032196045,304,-6.349871635437012
22374,0.0609932541847229,0.004661107901483774,36,624,22475,72.12,11.32235677,0.0003,-0.9893040657043457,308,-6.350516319274902
