time/episodes,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,time/fps,time/total_timesteps,train/learning_rate
852,5364,5.7223405838012695,110.47378187999999,0.032022204250097275,-31.071224212646484,0.7395647764205933,415.76,868775,50,269076,0.0003
856,5391,5.52609395980835,107.51114528999999,0.031531643122434616,-32.07651138305664,-0.30110692977905273,416.0,870099,50,270400,0.0003
860,5417,96.75237274169922,106.88965650000002,0.03131014481186867,-34.05321502685547,0.7126904726028442,416.0,871399,50,271700,0.0003
864,5451,4.7982177734375,109.17550411000003,0.03159869462251663,-29.174684524536133,1.758643388748169,420.68,873167,50,273468,0.0003
868,5486,4.542908668518066,112.07034634000001,0.03279905021190643,-29.973283767700195,0.840713381767273,425.38,874937,50,275238,0.0003
872,5518,3.852860927581787,111.57467273000002,0.032308440655469894,-26.838871002197266,1.0045180320739746,429.0,876599,50,276900,0.0003
876,5543,6.945295333862305,110.45515851000002,0.03278413787484169,-35.3424072265625,0.7087236046791077,429.0,877899,50,278200,0.0003
880,5569,5.6671247482299805,112.21119909,0.03263664245605469,-30.19717025756836,-0.3996519148349762,416.0,879199,50,279500,0.0003
884,5595,12.522531509399414,111.05622979999998,0.0321948267519474,-31.837661743164062,-0.26827213168144226,392.41,880499,50,280800,0.0003
888,5613,3.681635618209839,105.83965279,0.03232429549098015,-28.591115951538086,-1.277281403541565,385.39,881338,50,281639,0.0003
892,5627,5.876840591430664,98.85837670000001,0.03115823119878769,-31.11919593811035,-1.0911766290664673,374.0,881984,50,282285,0.0003
896,5642,4.983986854553223,94.29653594000001,0.031083980575203896,-33.345279693603516,0.7336881160736084,365.52,882692,50,282993,0.0003
900,5655,3.4092705249786377,88.75693379000002,0.030664827674627304,-27.77666664123535,0.2955600917339325,355.61,883298,50,283599,0.0003
904,5671,29.582408905029297,83.30913507,0.029586663469672203,-29.94061279296875,-0.2951168715953827,347.68,884067,50,284368,0.0003
908,5703,4.969293594360352,76.12442143999999,0.028348539024591446,-27.841129302978516,-0.2643555998802185,344.09,885699,50,286000,0.0003
912,5752,34.89756774902344,69.46943827999999,0.027575122192502022,-30.593799591064453,0.9762303829193115,351.0,888299,50,288600,0.0003
916,5796,8.354965209960938,68.43820148,0.027256708592176437,-36.112144470214844,1.1557667255401611,357.67,890654,50,290955,0.0003
920,5810,3.1644985675811768,62.97701851000001,0.027890319004654884,-29.596229553222656,-0.5010664463043213,345.88,891284,50,291585,0.0003
924,5842,4.6125311851501465,62.97895336000001,0.02791742980480194,-33.0555534362793,0.5963566303253174,349.11,892906,50,293207,0.0003
928,5862,3.383359909057617,62.83066077,0.027784937992691994,-29.951791763305664,-0.28119081258773804,345.55,893909,50,294210,0.0003
932,5879,3.120901107788086,63.38924811000001,0.027880121022462845,-34.20762634277344,-0.3248509466648102,348.66,894728,50,295029,0.0003
936,5894,2.6787638664245605,62.22588823,0.028948316350579262,-26.282140731811523,-0.11147509515285492,344.17,895416,50,295717,0.0003
940,5909,16.492568969726562,58.58047847000001,0.030287908390164375,-28.5383243560791,0.21345990896224976,332.7,896099,50,296400,0.0003
944,5928,4.207851886749268,55.143906980000004,0.029407747089862823,-31.428884506225586,0.6934459805488586,321.13,897012,50,297313,0.0003
948,5960,1.9563369750976562,56.107970529999996,0.03199581429362297,-23.28167152404785,-1.6379363536834717,321.08,898699,50,299000,0.0003
952,5994,2.1850082874298096,57.411756280000006,0.030871061608195305,-25.32186508178711,-1.3833409547805786,316.27,900402,50,300703,0.0003
956,6016,2.74352765083313,58.85478316,0.03026334010064602,-29.637248992919922,-0.3278760015964508,314.07,901506,50,301807,0.0003
960,6034,3.739926815032959,55.971295149999996,0.03194164112210274,-30.126495361328125,-0.9446110725402832,309.87,902386,50,302687,0.0003
964,6052,5.469237327575684,49.71519632,0.030241044238209724,-32.45964431762695,0.6898825764656067,301.01,903268,50,303569,0.0003
968,6066,2.524944305419922,41.95021441,0.030764125287532806,-24.911685943603516,-0.836212158203125,289.62,903899,50,304200,0.0003
972,6079,3.1536242961883545,37.27145578,0.030472392216324806,-33.665191650390625,0.26261329650878906,279.54,904553,50,304854,0.0003
976,6093,5.368081092834473,33.637997520000006,0.030549947172403336,-31.870882034301758,0.9293034672737122,273.0,905199,50,305500,0.0003
980,6108,6.621633529663086,28.975989249999998,0.03044559434056282,-29.467761993408203,-0.9722564220428467,266.83,905882,50,306183,0.0003
984,6121,5.860801696777344,26.8402135,0.02913881465792656,-29.248790740966797,1.1740247011184692,260.0,906499,50,306800,0.0003
988,6136,5.743284702301025,26.820134630000005,0.029046066105365753,-31.015735626220703,0.8092125654220581,258.71,907209,50,307510,0.0003
992,6149,7.750886917114258,26.84245428,0.028716662898659706,-28.129182815551758,-0.4973972737789154,258.15,907799,50,308100,0.0003
996,6163,2.04262113571167,26.874500220000005,0.027967700734734535,-27.45229721069336,-0.4674511253833771,257.1,908402,50,308703,0.0003
1000,6178,2.9583702087402344,26.904560710000002,0.027839409187436104,-27.830345153808594,-0.6433225870132446,257.93,909091,50,309392,0.0003
1004,6189,5.522246360778809,26.962447609999998,0.026981903240084648,-24.13083267211914,-0.6113096475601196,255.27,909594,50,309895,0.0003
1008,6204,5.707765579223633,26.800094070000004,0.027035744860768318,-27.281509399414062,0.2869722247123718,245.65,910264,50,310565,0.0003
1012,6216,71.9296646118164,25.982815300000006,0.02688686177134514,-28.337862014770508,-0.6732127666473389,225.11,910810,50,311111,0.0003
1016,6229,2.7508227825164795,21.586939689999998,0.02599332481622696,-30.489227294921875,-0.09268295019865036,207.69,911423,50,311724,0.0003
1020,6242,2.6330385208129883,21.45623157,0.024441584944725037,-26.84650421142578,-0.372828871011734,207.28,912012,50,312313,0.0003
1024,6256,2.4705519676208496,18.981435750000003,0.024182068184018135,-26.11597442626953,0.2950124442577362,197.46,912652,50,312953,0.0003
1028,6267,3.3300445079803467,17.365041899999998,0.023190045729279518,-25.81548309326172,-1.0624141693115234,192.5,913159,50,313460,0.0003
1032,6282,2.07643723487854,16.834134210000002,0.023326145485043526,-25.28549575805664,-1.8009490966796875,190.85,913813,50,314114,0.0003
1036,6308,8.330886840820312,18.02996945,0.022036414593458176,-27.350669860839844,1.1068158149719238,197.11,915127,50,315428,0.0003
1040,6322,1.9524314403533936,17.610021099999997,0.02264138124883175,-28.24165153503418,-0.4590059220790863,196.76,915775,49,316076,0.0003
1044,6336,2.6311774253845215,16.04151485,0.02288823015987873,-25.16457748413086,-1.43904709815979,194.17,916429,49,316730,0.0003
1048,6347,5.701223373413086,11.348307420000003,0.02238832786679268,-28.605806350708008,0.3349032402038574,182.0,916899,49,317200,0.0003
1052,6360,3.554403305053711,6.435940220000001,0.02246188558638096,-32.73833465576172,-0.39476093649864197,170.51,917453,49,317754,0.0003
1056,6375,6.55995512008667,4.0360074799999985,0.022615209221839905,-25.009672164916992,-0.4508213996887207,166.55,918161,49,318462,0.0003
1060,6386,3.6898550987243652,3.0762986599999995,0.022090032696723938,-30.06293296813965,-0.08859199285507202,162.57,918643,49,318944,0.0003
1064,6398,2.762636184692383,2.43536976,0.02210688218474388,-26.93216896057129,-0.774238109588623,159.19,919187,49,319488,0.0003
1068,6410,3.452986001968384,2.1914191799999996,0.022876178845763206,-31.94696807861328,0.5204053521156311,158.19,919718,49,320019,0.0003
1072,6421,3.6880669593811035,2.1717037999999995,0.02286989614367485,-27.293046951293945,-0.4201868772506714,156.79,920232,49,320533,0.0003
1076,6434,3.9434266090393066,2.1544088299999995,0.02225874923169613,-29.777328491210938,0.9852628707885742,156.0,920799,49,321100,0.0003
1080,6450,1.9505094289779663,2.13662933,0.021699391305446625,-23.65445327758789,-0.03776612877845764,156.8,921562,49,321863,0.0003
1084,6462,2.8282690048217773,2.09604579,0.021557163447141647,-27.942218780517578,0.13181346654891968,156.0,922099,49,322400,0.0003
1088,6477,4.195947647094727,2.06321861,0.02095234952867031,-31.130186080932617,1.1665931940078735,156.31,922840,49,323141,0.0003
1092,6508,2.6777734756469727,5.749354749999998,0.02140466868877411,-24.53948402404785,-0.4855732321739197,166.03,924402,49,324703,0.0003
1096,6531,5.767121315002441,9.429448460000001,0.02213035337626934,-29.522876739501953,1.7866237163543701,171.05,925507,49,325808,0.0003
1100,6559,3.1463232040405273,15.267168470000001,0.023677736520767212,-29.465595245361328,-0.44231435656547546,178.5,926941,49,327242,0.0003
1104,6590,3.110629081726074,21.410101479999998,0.023707425221800804,-27.23187828063965,0.1307172179222107,189.31,928525,49,328826,0.0003
1108,6617,1.7137176990509033,26.287125880000005,0.023796729743480682,-26.999011993408203,-0.3164606988430023,196.35,929899,49,330200,0.0003
1112,6643,9.517889022827148,29.95734361,0.02390090934932232,-27.385826110839844,-0.20228874683380127,203.89,931199,49,331500,0.0003
1116,6676,3.521862506866455,35.085426979999994,0.023608596995472908,-30.312702178955078,0.5478987693786621,214.43,932866,49,333167,0.0003
1120,6704,3.076885223388672,37.067766260000006,0.02329183556139469,-26.109619140625,-0.3591589033603668,222.99,934311,49,334612,0.0003
1124,6737,2.2469940185546875,40.023658530000006,0.021713363006711006,-26.392227172851562,0.5818699598312378,233.68,936020,49,336321,0.0003
1128,6769,1.8676166534423828,44.519732760000004,0.022075844928622246,-23.913352966308594,0.2063630223274231,245.07,937666,49,337967,0.0003
1132,6792,20.799026489257812,47.90838934000001,0.023856496438384056,-24.80197525024414,-0.38636869192123413,249.74,938787,49,339088,0.0003
1136,6820,2.828415632247925,52.210624630000005,0.025658143684267998,-25.136409759521484,0.4453067481517792,250.92,940219,49,340520,0.0003
1140,6844,3.418936252593994,55.96058578,0.026056038215756416,-26.3358211517334,-0.3493702709674835,256.51,941426,49,341727,0.0003
1144,6873,2.2757322788238525,59.72269038,0.023771120235323906,-21.20806121826172,-1.5479754209518433,264.7,942899,49,343200,0.0003
1148,6908,3.0938546657562256,65.11805459000001,0.024115493521094322,-25.633689880371094,0.8897650241851807,277.77,944676,49,344977,0.0003
1152,6948,2.091151475906372,71.93852514,0.024311259388923645,-25.66176986694336,1.2433608770370483,293.46,946799,49,347100,0.0003
1156,6980,2.4061877727508545,77.99564132000002,0.024595657363533974,-29.762950897216797,-0.1614673137664795,302.81,948442,49,348743,0.0003
1160,7015,2.302011013031006,84.19474686,0.02381310984492302,-27.228214263916016,1.1332924365997314,316.09,950252,49,350553,0.0003
1164,7048,1.287955403327942,89.83094589000001,0.024573996663093567,-22.489015579223633,-1.0374202728271484,328.12,951999,49,352300,0.0003
1168,7067,3.5894391536712646,90.83119913,0.022978907451033592,-28.652904510498047,0.05107894539833069,331.79,952897,49,353198,0.0003
1172,7085,3.840407609939575,92.35968883000001,0.02274126559495926,-25.639083862304688,-1.0299506187438965,335.46,953778,49,354079,0.0003
1176,7109,4.989327430725098,95.13034456999998,0.02271401509642601,-25.642879486083984,0.028271280229091644,341.62,954961,49,355262,0.0003
1180,7145,46.547149658203125,102.63834161999999,0.02142397128045559,-25.22380256652832,1.2943451404571533,352.33,956795,49,357096,0.0003
1184,7178,1.9681646823883057,109.76145579,0.022353706881403923,-24.696880340576172,-0.5634430646896362,364.0,958499,49,358800,0.0003
1188,7204,13.94730281829834,113.72798669,0.02125789225101471,-27.11113166809082,0.17973408102989197,369.59,959799,49,360100,0.0003
1192,7229,1.8002036809921265,114.89842413999999,0.021199095994234085,-26.755691528320312,0.2847403883934021,366.97,961099,49,361400,0.0003
1196,7262,1.824718713760376,118.13790264999997,0.021111752837896347,-23.920120239257812,-1.1395834684371948,372.72,962779,49,363080,0.0003
1200,7292,2.020845890045166,118.41784296,0.022667264565825462,-23.047256469726562,-0.47754648327827454,374.09,964350,50,364651,0.0003
1204,7324,2.987922430038452,118.10134034999999,0.023621339350938797,-23.834314346313477,0.03217354416847229,374.71,965996,50,366297,0.0003
1208,7346,2.089934825897217,117.05463805000001,0.02434721030294895,-22.144432067871094,-0.5450292229652405,371.51,967050,50,367351,0.0003
1212,7353,2.017439603805542,113.38026131000001,0.02450825460255146,-24.378864288330078,0.4730795621871948,360.92,967291,49,367592,0.0003
1216,7360,2.1334733963012695,108.24199612000001,0.024391651153564453,-29.60881233215332,0.9045925736427307,346.8,967546,49,367847,0.0003
1220,7379,2.2792975902557373,108.08590283,0.023774420842528343,-24.057422637939453,-0.04378180205821991,341.42,968453,49,368754,0.0003
1224,7392,2.758345127105713,105.50302209,0.023973217234015465,-26.898223876953125,0.45044222474098206,330.25,969045,49,369346,0.0003
1228,7404,2.3404061794281006,101.03188514000001,0.022326435893774033,-22.201929092407227,-1.5654475688934326,319.51,969617,49,369918,0.0003
1232,7414,2.8944687843322754,97.59564351,0.022239552810788155,-23.27239227294922,0.3251829147338867,312.65,970052,49,370353,0.0003
1236,7425,1.5437231063842773,91.70580549000002,0.022547641769051552,-21.89113998413086,-0.8913893103599548,302.86,970505,49,370806,0.0003
1240,7436,1.6404647827148438,87.94805563,0.0228689294308424,-26.95916175842285,0.3016606271266937,295.53,970979,49,371280,0.0003
1244,7447,2.011303186416626,84.25249176999999,0.02194289118051529,-21.67099380493164,-0.11411359906196594,285.68,971467,49,371768,0.0003
1248,7458,5.5021586418151855,78.87407718,0.021107317879796028,-24.26858139038086,0.1235002875328064,272.59,971935,49,372236,0.0003
1252,7470,1.3450267314910889,72.08007456,0.021991126239299774,-22.733707427978516,-0.16903886198997498,257.1,972509,49,372810,0.0003
1256,7484,1.128086805343628,66.05807535,0.022324498742818832,-22.319910049438477,0.9487134218215942,246.95,973137,49,373438,0.0003
1260,7494,1.4870638847351074,59.88423590999999,0.021858958527445793,-24.15890121459961,-0.7654364705085754,233.12,973564,49,373865,0.0003
1264,7506,3.2295284271240234,54.277675800000004,0.021663211286067963,-22.127151489257812,0.24133706092834473,221.0,974099,49,374400,0.0003
1268,7532,57.262779235839844,54.893525219999994,0.021726952865719795,-22.908809661865234,-0.38056325912475586,224.97,975394,49,375695,0.0003
1272,7569,1.516877293586731,58.52092511,0.02032199129462242,-24.693946838378906,0.47748005390167236,235.54,977332,49,377633,0.0003
1276,7602,1.2279319763183594,61.958666810000004,0.021753458306193352,-24.58498764038086,-0.08229577541351318,240.59,979020,49,379321,0.0003
1280,7641,1.7260569334030151,62.33154371,0.01949847675859928,-21.104814529418945,-0.9617871046066284,242.94,981089,49,381390,0.0003
1284,7678,0.984337568283081,62.63560350000001,0.022749949246644974,-21.752761840820312,-0.7861301302909851,245.03,983002,49,383303,0.0003
1288,7707,1.4006240367889404,64.29439697,0.025800330564379692,-25.47344398498535,-0.7648098468780518,247.0,984499,49,384800,0.0003
1292,7733,1.978873610496521,64.22113578,0.023104770109057426,-26.063039779663086,0.5887176394462585,247.0,985799,49,386100,0.0003
1296,7758,1.6263787746429443,61.80915210999999,0.02199196070432663,-23.85435676574707,0.08490100502967834,243.2,987099,49,387400,0.0003
1300,7784,1.3390192985534668,60.57420466000001,0.021858379244804382,-21.07268524169922,-0.7584733963012695,240.49,988399,49,388700,0.0003
1304,7816,1.3930296897888184,61.30332875999999,0.020984884351491928,-20.958093643188477,0.4320153295993805,240.6,990056,49,390357,0.0003
1308,7851,1.8203917741775513,64.24810313999998,0.021819163113832474,-19.265117645263672,-0.16260409355163574,248.22,991872,49,392173,0.0003
1312,7884,2.0129826068878174,71.42182653,0.022174101322889328,-21.77696418762207,-1.18330979347229,263.08,993599,49,393900,0.0003
1316,7918,1.9287852048873901,79.49470898999999,0.02246428094804287,-25.504901885986328,1.272484302520752,277.85,995331,49,395632,0.0003
1320,7954,1.1429636478424072,87.48522653999999,0.02183094248175621,-24.07647705078125,0.5433687567710876,287.89,997242,49,397543,0.0003
1324,7984,1.1447253227233887,93.62194001,0.021972540766000748,-21.276241302490234,-0.8812106251716614,297.54,998799,49,399100,0.0003
1328,8010,1.1981046199798584,98.73752311000003,0.0210258848965168,-21.138622283935547,-0.8023595809936523,304.82,1000099,49,400400,0.0003
1332,8036,1.9314528703689575,103.97996987999998,0.021461335942149162,-20.337940216064453,0.6925869584083557,313.47,1001399,49,401700,0.0003
1336,8072,9.973138809204102,112.76752900999998,0.02008371613919735,-22.648597717285156,0.22507664561271667,327.7,1003275,49,403576,0.0003
1340,8107,1.315392255783081,121.27114390000001,0.019853925332427025,-20.402748107910156,-0.5810328722000122,341.31,1005110,50,405411,0.0003
1344,8136,1.114366054534912,127.97299138,0.019685035571455956,-21.898597717285156,-0.8476459980010986,351.32,1006599,50,406900,0.0003
1348,8173,5.562938690185547,137.72219527000004,0.020351329818367958,-20.455585479736328,0.3040955066680908,366.32,1008567,50,408868,0.0003
1352,8209,5.048852443695068,146.19715865,0.020952418446540833,-20.641647338867188,0.4443795680999756,378.79,1010388,50,410689,0.0003
1356,8235,0.9084785580635071,152.2544992,0.02030346728861332,-22.862796783447266,0.5747236013412476,385.66,1011703,50,412004,0.0003
1360,8260,0.9198433756828308,158.06801983000003,0.019837474450469017,-22.366809844970703,-0.0721399188041687,394.25,1012989,50,413290,0.0003
1364,8281,1.0867531299591064,161.69176122,0.02030395157635212,-18.791866302490234,0.566041886806488,399.03,1014002,50,414303,0.0003
1368,8312,2.272329807281494,167.68154232,0.02069746144115925,-21.035663604736328,-1.1324479579925537,402.38,1015632,50,415933,0.0003
1372,8337,0.9460894465446472,167.61794488000004,0.020290615037083626,-20.67859649658203,1.337835431098938,395.31,1016863,50,417164,0.0003
1376,8362,1.192260980606079,166.23609603999998,0.020283512771129608,-18.849437713623047,-0.501564085483551,390.6,1018080,50,418381,0.0003
1380,8394,0.9492527842521667,165.34033277999998,0.018914660438895226,-19.752758026123047,-1.3328077793121338,385.1,1019599,50,419900,0.0003
1384,8420,1.554825782775879,163.53705337000002,0.018159357830882072,-21.054153442382812,-0.18577289581298828,378.97,1020899,50,421200,0.0003
1388,8445,0.944352924823761,163.10189372000002,0.018668504431843758,-19.486896514892578,0.9217371940612793,377.0,1022199,50,422500,0.0003
1392,8471,3.4765312671661377,162.79103355,0.019211921840906143,-19.50457000732422,1.1614742279052734,377.0,1023499,50,423800,0.0003
1396,8497,1.4220798015594482,162.78696753999998,0.019425954669713974,-18.334074020385742,0.5976427793502808,377.0,1024799,50,425100,0.0003
1400,8523,1.1440397500991821,162.1606318,0.020129673182964325,-20.5247859954834,1.0563104152679443,377.0,1026099,50,426400,0.0003
1404,8548,0.7385234832763672,159.65408822999999,0.019961170852184296,-21.55030059814453,0.8269795179367065,373.43,1027399,50,427700,0.0003
1408,8574,0.9075931310653687,157.39472284,0.01951076276600361,-20.75338363647461,-0.13379907608032227,368.27,1028699,50,429000,0.0003
1412,8608,1.1806981563568115,156.73246289,0.018524911254644394,-22.72473907470703,0.45069459080696106,368.44,1030443,50,430744,0.0003
1416,8649,1.0845043659210205,156.07845671000004,0.017745524644851685,-20.347183227539062,0.28653666377067566,371.6,1032491,50,432792,0.0003
1420,8677,0.6842077970504761,151.19625126000003,0.01810554414987564,-17.921432495117188,1.0686888694763184,366.57,1033899,50,434200,0.0003
1424,8719,19.93146514892578,153.32591485,0.01856977865099907,-20.617740631103516,0.7324954271316528,372.93,1036092,50,436393,0.0003
1428,8752,1.5173509120941162,154.02149587,0.019036320969462395,-21.658977508544922,-0.03505188226699829,377.0,1037799,50,438100,0.0003
1432,8785,1.1654112339019775,154.49807593000003,0.018913256004452705,-21.54669189453125,-0.020364761352539062,380.84,1039483,50,439784,0.0003
1436,8822,0.8913977146148682,152.88316971000003,0.018999798223376274,-20.868453979492188,-0.5428159832954407,381.03,1041378,50,441679,0.0003
1440,8853,1.3628650903701782,149.60216457999996,0.018054334446787834,-21.043010711669922,-0.14292843639850616,378.89,1042999,50,443300,0.0003
1444,8887,2.0406017303466797,149.79816332000001,0.018009331077337265,-23.508066177368164,0.6554681062698364,381.68,1044767,50,445068,0.0003
1448,8922,6.974542617797852,145.99422153,0.01832043007016182,-19.37725830078125,-1.5745065212249756,379.72,1046539,50,446840,0.0003
1452,8954,1.0414512157440186,144.00743089000002,0.017943140119314194,-21.3765811920166,-1.0106306076049805,378.11,1048199,50,448500,0.0003
1456,8988,1.200418472290039,144.33714976,0.017918311059474945,-22.79778289794922,0.06133347749710083,382.5,1049953,50,450254,0.0003
1460,9021,0.9271209836006165,143.9009217,0.01758047379553318,-20.573013305664062,0.509893000125885,387.05,1051694,50,451995,0.0003
1464,9054,0.5756403207778931,147.32249233,0.01774521917104721,-19.915264129638672,-0.001493215560913086,393.97,1053399,50,453700,0.0003
1468,9088,2.658332347869873,146.25832763000003,0.01773884892463684,-20.70352554321289,-0.4555962085723877,395.53,1055185,50,455486,0.0003
1472,9117,0.6651953458786011,145.59863461,0.017831243574619293,-20.151531219482422,-1.386037826538086,398.24,1056687,50,456988,0.0003
1476,9148,0.9118465781211853,146.02819243000002,0.018038295209407806,-21.11225128173828,1.038275957107544,401.44,1058224,50,458525,0.0003
1480,9166,0.6309083700180054,141.03881597,0.017618689686059952,-19.787174224853516,0.17439201474189758,395.01,1059100,50,459401,0.0003
1484,9188,0.6781584024429321,138.56136275,0.017658287659287453,-20.776748657226562,0.20396029949188232,392.75,1060174,50,460475,0.0003
1488,9223,0.8127601146697998,139.32030102,0.01822708547115326,-18.63584327697754,-1.4934055805206299,397.69,1061968,50,462269,0.0003
1492,9248,0.8148549795150757,139.83173954999998,0.01874637044966221,-20.374235153198242,1.5011906623840332,397.45,1063244,50,463545,0.0003
1496,9278,0.770879328250885,142.64464102000002,0.019025659188628197,-22.668716430664062,0.580296516418457,399.85,1064784,50,465085,0.0003
1500,9307,3.333456039428711,144.55413371999998,0.01886153407394886,-20.14189338684082,0.16880065202713013,401.65,1066264,50,466565,0.0003
1504,9335,0.7863996028900146,146.48171926999999,0.017747368663549423,-18.904306411743164,0.3433891832828522,403.0,1067699,50,468000,0.0003
1508,9362,0.409376323223114,147.82941245,0.01792554184794426,-18.62061309814453,-0.6538405418395996,403.0,1068999,50,469300,0.0003
1512,9388,0.6905666589736938,147.07616711,0.018095869570970535,-20.43914222717285,-0.6865301132202148,398.56,1070299,50,470600,0.0003
1516,9413,3.7627432346343994,145.71012661,0.01887276954948902,-19.24774932861328,-0.8933109045028687,391.08,1071599,50,471900,0.0003
1520,9447,0.66843581199646,148.89157745999998,0.0187809020280838,-21.78472328186035,-0.6807149648666382,394.4,1073339,50,473640,0.0003
1524,9472,0.7416322231292725,145.99554659999998,0.018079739063978195,-21.61407470703125,-0.8438028693199158,384.79,1074571,50,474872,0.0003
1528,9498,0.8929634690284729,146.44506052,0.019111033529043198,-19.97382926940918,0.6925143003463745,381.11,1075910,50,476211,0.0003
1532,9523,0.8367749452590942,146.28025694,0.018944934010505676,-19.471473693847656,-0.5484423041343689,377.15,1077198,50,477499,0.0003
1536,9548,0.4787299335002899,145.20475921000002,0.01940828002989292,-20.436012268066406,-0.38649120926856995,370.63,1078441,50,478742,0.0003
1540,9588,5.2848405838012695,152.21320930000002,0.01827736385166645,-18.677814483642578,0.003752470016479492,375.47,1080546,50,480847,0.0003
1544,9617,0.5387304425239563,151.85769388000006,0.018409954383969307,-18.350542068481445,0.7786943316459656,371.93,1081960,50,482261,0.0003
1548,9643,0.39410582184791565,152.44841984,0.018035568296909332,-20.44641876220703,0.2529233694076538,367.6,1083299,50,483600,0.0003
1552,9668,0.42740628123283386,152.14610638,0.018059320747852325,-20.33287811279297,-0.7291108965873718,364.0,1084599,50,484900,0.0003
1556,9694,0.595144510269165,151.533829,0.017828982323408127,-19.72414779663086,-0.30288347601890564,359.46,1085899,50,486200,0.0003
1560,9730,0.5836827754974365,156.04180993000003,0.018106797710061073,-20.844573974609375,-0.3631782829761505,361.07,1087801,50,488102,0.0003
1564,9766,0.40260952711105347,159.28451034,0.018366489559412003,-20.36004638671875,-0.15982937812805176,363.15,1089714,50,490015,0.0003
1568,9793,0.5677963495254517,159.70136141,0.017616085708141327,-22.38237762451172,0.9692755937576294,359.14,1091099,50,491400,0.0003
1572,9826,0.5800806283950806,163.86766425000002,0.017261402681469917,-19.94021987915039,0.6911396980285645,360.86,1092773,50,493074,0.0003
1576,9866,0.3831477165222168,170.36337076,0.017521921545267105,-19.507600784301758,-0.00618937611579895,366.37,1094861,50,495162,0.0003
1580,9894,0.9831165075302124,175.21213766999998,0.017840055748820305,-20.873626708984375,-0.7143635749816895,371.99,1096299,50,496600,0.0003
1584,9919,0.4429996609687805,178.1175053,0.01773831620812416,-21.462310791015625,0.18662583827972412,374.25,1097599,50,497900,0.0003
1588,9951,0.6299209594726562,181.14953440000002,0.01784379966557026,-20.616870880126953,-0.7522602081298828,373.05,1099273,50,499574,0.0003
1592,9978,0.4721848964691162,182.85793067999998,0.018226537853479385,-22.076993942260742,-0.9668334126472473,374.2,1100664,50,500965,0.0003
1596,10011,1.0944371223449707,184.02289947,0.018717287108302116,-18.32460594177246,-1.9089677333831787,375.94,1102378,50,502679,0.0003
1600,10044,1.2154641151428223,186.73742195000003,0.019088728353381157,-21.420265197753906,0.557502031326294,378.35,1104099,50,504400,0.0003
1604,10084,0.31845512986183167,192.58856755,0.017352471128106117,-19.38207244873047,-0.7493253946304321,385.2,1106219,50,506520,0.0003
1608,10110,0.503663182258606,192.80954683999997,0.017441539093852043,-21.674243927001953,0.6922459602355957,385.54,1107553,50,507854,0.0003
1612,10144,0.5031077265739441,197.14604554999997,0.017618732526898384,-19.808544158935547,0.6429191827774048,389.88,1109287,50,509588,0.0003
1616,10166,3.724109172821045,196.66032003999993,0.01796705275774002,-20.172542572021484,-0.85811448097229,387.76,1110375,50,510676,0.0003
1620,10195,0.35619574785232544,196.76632178000003,0.01732626184821129,-20.7540225982666,-0.40659821033477783,385.45,1111884,50,512185,0.0003
1624,10221,0.43770915269851685,198.48575501999997,0.01801261305809021,-20.867931365966797,-0.21274828910827637,386.28,1113199,50,513500,0.0003
1628,10253,0.49301788210868835,201.00334268999998,0.018271613866090775,-19.957271575927734,0.42327558994293213,389.84,1114894,50,515195,0.0003
1632,10295,0.4106600284576416,207.56327084,0.017683498561382294,-21.09404945373535,-0.2894216775894165,399.01,1117099,50,517400,0.0003
1636,10321,0.3524409532546997,207.77533114000002,0.01763436384499073,-21.007076263427734,-1.171613097190857,399.58,1118399,50,518700,0.0003
1640,10354,0.389706552028656,204.70203028,0.017525523900985718,-21.184370040893555,-0.5034404993057251,396.0,1120146,50,520447,0.0003
1644,10380,0.5903016328811646,203.8038651,0.017595509067177773,-20.788928985595703,0.0603804886341095,394.83,1121443,50,521744,0.0003
1648,10412,0.6609734296798706,205.77666119999998,0.018099095672369003,-20.6478271484375,0.012942731380462646,398.43,1123142,50,523443,0.0003
1652,10447,0.3666200637817383,207.81055447,0.017260003834962845,-19.762752532958984,1.5111055374145508,403.0,1124899,50,525200,0.0003
1656,10475,0.48298266530036926,207.44664325999997,0.017072215676307678,-22.487449645996094,0.5430983304977417,403.0,1126199,50,526500,0.0003
1660,10501,0.418830543756485,202.63498746999997,0.017245985567569733,-19.38308334350586,-0.7866307497024536,396.98,1127499,50,527800,0.0003
1664,10534,2.0495948791503906,199.30438569999998,0.01705130748450756,-22.540142059326172,-0.28337526321411133,395.09,1129223,50,529524,0.0003
1668,10559,0.7618415355682373,197.20292376,0.016896087676286697,-22.794078826904297,0.9854288101196289,394.07,1130506,50,530807,0.0003
1672,10584,0.4374624788761139,193.47755112000002,0.017018578946590424,-22.199264526367188,0.6116755604743958,389.88,1131761,50,532062,0.0003
1676,10610,0.3463629186153412,187.04033706,0.01648508943617344,-22.11080551147461,0.2200484573841095,382.11,1133072,50,533373,0.0003
1680,10636,1.034334421157837,185.67255516,0.01686902344226837,-22.42159652709961,0.14712049067020416,380.97,1134396,50,534697,0.0003
